dataset,aggregate_type,emd,delta
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.002248834048882653
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.003580937825890973
Hospital,AggregateType.AVG,0.2,0.0012430213121994438
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0023867713598889617
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.008005605659136994
Hospital,AggregateType.AVG,0.2,0.9352382334359306
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0001617788466890146
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.000155432464205278
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.008575839727637147
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0026716705602856106
Hospital,AggregateType.AVG,0.2,0.0004926891033629711
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.011087899260563208
Hospital,AggregateType.AVG,0.2,0.0028569051997890185
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0011963022824809447
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.01661331931443598
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.005451979075107256
Hospital,AggregateType.AVG,0.2,0.006411686197239308
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0029635098345240918
Hospital,AggregateType.AVG,0.2,0.0
Hospital,AggregateType.AVG,0.2,0.0021764452751148466
