dataset,aggregate_type,delta,edge,APE_freq
Hospital,AggregateType.AVG,0.9,"('1e consult poliklinisch', 'administratief tarief       - eerste pol')",0.00016296927429923386
Hospital,AggregateType.AVG,0.9,"('administratief tarief       - eerste pol', 'verlosk.-gynaec. korte kaart kosten-out')",0.022906362317075768
Hospital,AggregateType.AVG,0.9,"('verlosk.-gynaec. korte kaart kosten-out', 'echografie  - genitalia interna')",0.005237788878469374
Hospital,AggregateType.AVG,0.9,"('echografie  - genitalia interna', '1e consult poliklinisch')",0.009908654947517359
Hospital,AggregateType.AVG,0.9,"('administratief tarief       - eerste pol', 'simulator - gebruik voor aanvang megavol')",0.0007293984172494011
Hospital,AggregateType.AVG,0.9,"('simulator - gebruik voor aanvang megavol', 'behandeltijd - eenheid t3 - megavolt')",0.005571096622762894
Hospital,AggregateType.AVG,0.9,"('behandeltijd - eenheid t3 - megavolt', 'teletherapie - megavolt fotonen bestrali')",0.00035566078432190706
Hospital,AggregateType.AVG,0.9,"('teletherapie - megavolt fotonen bestrali', 'aanname laboratoriumonderzoek')",0.021539294796127872
Hospital,AggregateType.AVG,0.9,"('aanname laboratoriumonderzoek', 'aanname laboratoriumonderzoek')",3.2935553839240436e-05
Hospital,AggregateType.AVG,0.9,"('aanname laboratoriumonderzoek', 'ureum')",0.0008876065707615842
Hospital,AggregateType.AVG,0.9,"('ureum', 'hemoglobine foto-elektrisch')",0.00010327528833851096
Hospital,AggregateType.AVG,0.9,"('hemoglobine foto-elektrisch', 'creatinine')",7.343198758070627e-05
Hospital,AggregateType.AVG,0.9,"('creatinine', 'natrium vlamfotometrisch')",2.7425559931508914e-06
Hospital,AggregateType.AVG,0.9,"('natrium vlamfotometrisch', 'kalium potentiometrisch')",3.128126062117088e-05
Hospital,AggregateType.AVG,0.9,"('kalium potentiometrisch', 'leukocyten tellen elektronisch')",0.000764429195647248
Hospital,AggregateType.AVG,0.9,"('leukocyten tellen elektronisch', 'trombocyten tellen - elektronisch')",3.482842420952204e-05
Hospital,AggregateType.AVG,0.9,"('trombocyten tellen - elektronisch', 'ordertarief')",1.8031572534121188e-05
Hospital,AggregateType.AVG,0.9,"('ordertarief', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.0002333669571878721
Hospital,AggregateType.AVG,0.9,"('ligdagen - alle spec.beh.kinderg.-reval.', 'aanname laboratoriumonderzoek')",7.057836791556242e-05
Hospital,AggregateType.AVG,0.9,"('aanname laboratoriumonderzoek', 'sediment - spoed')",0.001250893848991263
Hospital,AggregateType.AVG,0.9,"('sediment - spoed', 'bacteriologisch onderzoek met kweek -nie')",0.0016213254010928324
Hospital,AggregateType.AVG,0.9,"('bacteriologisch onderzoek met kweek -nie', 'bacteriologisch onderzoek met kweek -nie')",5.370059324339087e-05
Hospital,AggregateType.AVG,0.9,"('bacteriologisch onderzoek met kweek -nie', 'resistentiebepalingen - 5 bepalingen')",8.576154053576473e-05
Hospital,AggregateType.AVG,0.9,"('resistentiebepalingen - 5 bepalingen', 'resistentiebepalingen - 5 bepalingen')",0.0012765113623535308
Hospital,AggregateType.AVG,0.9,"('resistentiebepalingen - 5 bepalingen', 'hepatitis-b surface antigeen confirmatie')",0.0004958206573015243
Hospital,AggregateType.AVG,0.9,"('hepatitis-b surface antigeen confirmatie', 'hepatitis-b surface antigeen confirmatie')",0.00014402187691701674
Hospital,AggregateType.AVG,0.9,"('hepatitis-b surface antigeen confirmatie', 'urine onderzoek - kwalitatief')",0.00043249563298061576
Hospital,AggregateType.AVG,0.9,"('urine onderzoek - kwalitatief', 'ordertarief')",0.000517976760833016
