dataset,aggregate_type,delta,edge,APE_time
Sepsis,AggregateType.AVG,0.9,"('ER Registration', 'Leucocytes')",0.0
Sepsis,AggregateType.AVG,0.9,"('Leucocytes', 'CRP')",0.005715185103659353
Sepsis,AggregateType.AVG,0.9,"('CRP', 'LacticAcid')",0.030492108125973128
Sepsis,AggregateType.AVG,0.9,"('LacticAcid', 'ER Triage')",0.0
Sepsis,AggregateType.AVG,0.9,"('ER Triage', 'ER Sepsis Triage')",0.03411113318018959
Sepsis,AggregateType.AVG,0.9,"('ER Sepsis Triage', 'IV Liquid')",0.08446256031503872
Sepsis,AggregateType.AVG,0.9,"('IV Liquid', 'IV Antibiotics')",0.006829997654223293
Sepsis,AggregateType.AVG,0.9,"('IV Antibiotics', 'Admission NC')",0.04367617233955718
Sepsis,AggregateType.AVG,0.9,"('Admission NC', 'CRP')",0.0004335333263578675
Sepsis,AggregateType.AVG,0.9,"('CRP', 'Leucocytes')",0.022336131679949325
Sepsis,AggregateType.AVG,0.9,"('Leucocytes', 'Leucocytes')",0.014602838016586935
Sepsis,AggregateType.AVG,0.9,"('CRP', 'CRP')",0.005069172650914127
Sepsis,AggregateType.AVG,0.9,"('Leucocytes', 'Release A')",0.005884956463424876
Sepsis,AggregateType.AVG,0.9,"('ER Registration', 'ER Triage')",0.02272744781099013
Sepsis,AggregateType.AVG,0.9,"('ER Triage', 'CRP')",0.0009519283224405129
Sepsis,AggregateType.AVG,0.9,"('LacticAcid', 'Leucocytes')",0.04689144453013255
Sepsis,AggregateType.AVG,0.9,"('Leucocytes', 'ER Sepsis Triage')",0.0
Sepsis,AggregateType.AVG,0.9,"('CRP', 'Release A')",0.0383478009754273
Sepsis,AggregateType.AVG,0.9,"('ER Sepsis Triage', 'Leucocytes')",0.005619208842984676
Sepsis,AggregateType.AVG,0.9,"('CRP', 'IV Liquid')",0.008786447916360388
Sepsis,AggregateType.AVG,0.9,"('Admission NC', 'Admission NC')",0.0012639126602693106
Sepsis,AggregateType.AVG,0.9,"('Admission NC', 'Leucocytes')",0.011780092090342881
Sepsis,AggregateType.AVG,0.9,"('ER Sepsis Triage', 'CRP')",0.005479011257299385
Sepsis,AggregateType.AVG,0.9,"('Leucocytes', 'IV Liquid')",0.0448024591663624
Sepsis,AggregateType.AVG,0.9,"('Release A', 'Return ER')",0.0
Sepsis,AggregateType.AVG,0.9,"('IV Liquid', 'CRP')",0.003842129184775557
Sepsis,AggregateType.AVG,0.9,"('Leucocytes', 'LacticAcid')",0.040038544768469964
Sepsis,AggregateType.AVG,0.9,"('LacticAcid', 'IV Antibiotics')",0.003760006911347664
Sepsis,AggregateType.AVG,0.9,"('IV Antibiotics', 'IV Liquid')",0.008926512296876354
Sepsis,AggregateType.AVG,0.9,"('IV Liquid', 'Admission NC')",0.0
Sepsis,AggregateType.AVG,0.9,"('Admission NC', 'Release A')",0.0027020919722523947
Sepsis,AggregateType.AVG,0.9,"('IV Antibiotics', 'LacticAcid')",0.017788480685124255
Sepsis,AggregateType.AVG,0.9,"('LacticAcid', 'CRP')",0.04029366562228316
Sepsis,AggregateType.AVG,0.9,"('Leucocytes', 'Admission NC')",0.031097997542642666
Sepsis,AggregateType.AVG,0.9,"('Leucocytes', 'Admission IC')",0.010961736819170353
Sepsis,AggregateType.AVG,0.9,"('Admission IC', 'Admission NC')",0.0
Sepsis,AggregateType.AVG,0.9,"('CRP', 'Admission NC')",0.07251161664791424
Sepsis,AggregateType.AVG,0.9,"('Admission NC', 'Release B')",0.0
Sepsis,AggregateType.AVG,0.9,"('ER Sepsis Triage', 'IV Antibiotics')",0.00821508071883044
Sepsis,AggregateType.AVG,0.9,"('IV Antibiotics', 'Leucocytes')",0.005096946549905315
Sepsis,AggregateType.AVG,0.9,"('LacticAcid', 'Admission NC')",0.02457609294084035
Sepsis,AggregateType.AVG,0.9,"('LacticAcid', 'IV Liquid')",0.011066210473140086
Sepsis,AggregateType.AVG,0.9,"('ER Sepsis Triage', 'LacticAcid')",0.011134982008258892
Sepsis,AggregateType.AVG,0.9,"('Leucocytes', 'IV Antibiotics')",0.0
Sepsis,AggregateType.AVG,0.9,"('Admission NC', 'IV Liquid')",0.0
Sepsis,AggregateType.AVG,0.9,"('IV Antibiotics', 'CRP')",0.009206774679313193
Sepsis,AggregateType.AVG,0.9,"('Admission NC', 'Admission IC')",0.0
Sepsis,AggregateType.AVG,0.9,"('Admission IC', 'LacticAcid')",0.0
Sepsis,AggregateType.AVG,0.9,"('CRP', 'Release B')",0.0
Sepsis,AggregateType.AVG,0.9,"('IV Liquid', 'Leucocytes')",0.003908892899727445
Sepsis,AggregateType.AVG,0.9,"('CRP', 'IV Antibiotics')",0.0
Sepsis,AggregateType.AVG,0.9,"('IV Antibiotics', 'Admission IC')",0.014757875961065106
Sepsis,AggregateType.AVG,0.9,"('LacticAcid', 'LacticAcid')",0.0
Sepsis,AggregateType.AVG,0.9,"('IV Liquid', 'LacticAcid')",0.00014250480949684814
Sepsis,AggregateType.AVG,0.9,"('ER Triage', 'Leucocytes')",0.0032368273640613733
Sepsis,AggregateType.AVG,0.9,"('LacticAcid', 'ER Sepsis Triage')",0.0
Sepsis,AggregateType.AVG,0.9,"('CRP', 'Admission IC')",0.016437020742719417
