dataset,aggregate_type,delta,edge,APE_time
Hospital,AggregateType.AVG,0.3,"('1e consult poliklinisch', 'administratief tarief       - eerste pol')",0.0
Hospital,AggregateType.AVG,0.3,"('administratief tarief       - eerste pol', 'verlosk.-gynaec. korte kaart kosten-out')",0.0006142776282168761
Hospital,AggregateType.AVG,0.3,"('verlosk.-gynaec. korte kaart kosten-out', 'echografie  - genitalia interna')",0.0
Hospital,AggregateType.AVG,0.3,"('echografie  - genitalia interna', '1e consult poliklinisch')",0.0
Hospital,AggregateType.AVG,0.3,"('administratief tarief       - eerste pol', 'simulator - gebruik voor aanvang megavol')",0.00016591228809976447
Hospital,AggregateType.AVG,0.3,"('simulator - gebruik voor aanvang megavol', 'behandeltijd - eenheid t3 - megavolt')",2.043542729042103e-05
Hospital,AggregateType.AVG,0.3,"('behandeltijd - eenheid t3 - megavolt', 'teletherapie - megavolt fotonen bestrali')",0.0
Hospital,AggregateType.AVG,0.3,"('teletherapie - megavolt fotonen bestrali', 'aanname laboratoriumonderzoek')",0.0009324092018100408
Hospital,AggregateType.AVG,0.3,"('aanname laboratoriumonderzoek', 'aanname laboratoriumonderzoek')",0.0
Hospital,AggregateType.AVG,0.3,"('aanname laboratoriumonderzoek', 'ureum')",0.0
Hospital,AggregateType.AVG,0.3,"('ureum', 'hemoglobine foto-elektrisch')",0.0
Hospital,AggregateType.AVG,0.3,"('hemoglobine foto-elektrisch', 'creatinine')",0.0
Hospital,AggregateType.AVG,0.3,"('creatinine', 'natrium vlamfotometrisch')",0.0
Hospital,AggregateType.AVG,0.3,"('natrium vlamfotometrisch', 'kalium potentiometrisch')",0.0
Hospital,AggregateType.AVG,0.3,"('kalium potentiometrisch', 'leukocyten tellen elektronisch')",0.0
Hospital,AggregateType.AVG,0.3,"('leukocyten tellen elektronisch', 'trombocyten tellen - elektronisch')",0.0
Hospital,AggregateType.AVG,0.3,"('trombocyten tellen - elektronisch', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.3,"('ordertarief', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.0008293482248909615
Hospital,AggregateType.AVG,0.3,"('ligdagen - alle spec.beh.kinderg.-reval.', 'aanname laboratoriumonderzoek')",0.06361189939342968
Hospital,AggregateType.AVG,0.3,"('aanname laboratoriumonderzoek', 'sediment - spoed')",0.0
Hospital,AggregateType.AVG,0.3,"('sediment - spoed', 'bacteriologisch onderzoek met kweek -nie')",0.0
Hospital,AggregateType.AVG,0.3,"('bacteriologisch onderzoek met kweek -nie', 'bacteriologisch onderzoek met kweek -nie')",0.0
Hospital,AggregateType.AVG,0.3,"('bacteriologisch onderzoek met kweek -nie', 'resistentiebepalingen - 5 bepalingen')",0.0
Hospital,AggregateType.AVG,0.3,"('resistentiebepalingen - 5 bepalingen', 'resistentiebepalingen - 5 bepalingen')",0.0
