dataset,aggregate_type,delta,edge,APE_freq
CCC19,AggregateType.AVG,0.1,"('Ultrasound configuration', 'Anatomic identification')",0.3214224617767737
CCC19,AggregateType.AVG,0.1,"('Anatomic identification', 'Compression identification')",0.32720019068315026
CCC19,AggregateType.AVG,0.1,"('Hand washing', 'Get in sterile clothes')",0.030893044260603676
CCC19,AggregateType.AVG,0.1,"('Clean puncture area', 'Drap puncture area')",0.37112467065317034
CCC19,AggregateType.AVG,0.1,"('Cover probe', 'Put sterile gel')",0.1882327321497442
CCC19,AggregateType.AVG,0.1,"('Puncture', 'Blood return')",0.20482099241185328
CCC19,AggregateType.AVG,0.1,"('Blood return', 'Drop probe')",0.18856340069194719
CCC19,AggregateType.AVG,0.1,"('Drop probe', 'Remove syringe')",0.00408828993311817
CCC19,AggregateType.AVG,0.1,"('Remove syringe', 'Guidewire install')",0.10153051633371789
CCC19,AggregateType.AVG,0.1,"('Check wire in short axis', 'Check wire in long axis')",0.0804857697785411
CCC19,AggregateType.AVG,0.1,"('Remove trocar', 'Check wire in short axis')",0.01395219956166199
CCC19,AggregateType.AVG,0.1,"('Widen pathway', 'Advance catheter')",0.21983740911062913
CCC19,AggregateType.AVG,0.1,"('Advance catheter', 'Remove guidewire')",0.04783476208490125
CCC19,AggregateType.AVG,0.1,"('Remove guidewire', 'Check flow and reflow')",0.04111715247861309
CCC19,AggregateType.AVG,0.1,"('Check flow and reflow', 'Check catheter position')",0.29354339037838395
CCC19,AggregateType.AVG,0.1,"('Get in sterile clothes', 'Prepare implements')",0.09534866840670947
CCC19,AggregateType.AVG,0.1,"('Prepare implements', 'Clean puncture area')",0.009696688537513563
CCC19,AggregateType.AVG,0.1,"('Drap puncture area', 'Prepare implements')",0.11394490659635838
CCC19,AggregateType.AVG,0.1,"('Prepare implements', 'Cover probe')",0.6081721719861468
CCC19,AggregateType.AVG,0.1,"('Gel in probe', 'Cover probe')",0.0336880980075576
CCC19,AggregateType.AVG,0.1,"('Put sterile gel', 'Position probe')",0.0943917307318769
CCC19,AggregateType.AVG,0.1,"('Guidewire install', 'Remove trocar')",0.04755630281406415
CCC19,AggregateType.AVG,0.1,"('Compression identification', 'Doppler identification')",0.29903715512267204
CCC19,AggregateType.AVG,0.1,"('Doppler identification', 'Anesthetize')",1.0176680526081743
CCC19,AggregateType.AVG,0.1,"('Check wire in long axis', 'Wire in good position')",0.0258319856442147
CCC19,AggregateType.AVG,0.1,"('Prepare implements', 'Ultrasound configuration')",0.5047805102737557
CCC19,AggregateType.AVG,0.1,"('Wire in good position', 'Widen pathway')",0.09955530685429026
CCC19,AggregateType.AVG,0.1,"('Cover probe', 'Gel in probe')",0.08689663345362202
CCC19,AggregateType.AVG,0.1,"('Anesthetize', 'Puncture')",0.834302805586921
CCC19,AggregateType.AVG,0.1,"('Prepare implements', 'Position patient')",0.1860226713797417
CCC19,AggregateType.AVG,0.1,"('Position probe', 'Anatomic identification')",0.6022254648395903
CCC19,AggregateType.AVG,0.1,"('Position patient', 'Hand washing')",7.896843064072588
CCC19,AggregateType.SUM,0.1,"('Ultrasound configuration', 'Anatomic identification')",0.30221704005336675
CCC19,AggregateType.SUM,0.1,"('Anatomic identification', 'Compression identification')",0.3130937436854162
CCC19,AggregateType.SUM,0.1,"('Hand washing', 'Get in sterile clothes')",0.20224813898071908
CCC19,AggregateType.SUM,0.1,"('Clean puncture area', 'Drap puncture area')",0.451473910470678
CCC19,AggregateType.SUM,0.1,"('Cover probe', 'Put sterile gel')",0.9969365632848571
CCC19,AggregateType.SUM,0.1,"('Puncture', 'Blood return')",0.026189857583434787
CCC19,AggregateType.SUM,0.1,"('Blood return', 'Drop probe')",0.13107314676097429
CCC19,AggregateType.SUM,0.1,"('Drop probe', 'Remove syringe')",0.07322951358627937
CCC19,AggregateType.SUM,0.1,"('Remove syringe', 'Guidewire install')",0.11945297230437077
CCC19,AggregateType.SUM,0.1,"('Check wire in short axis', 'Check wire in long axis')",0.17627205880457977
CCC19,AggregateType.SUM,0.1,"('Remove trocar', 'Check wire in short axis')",0.2793461105945411
CCC19,AggregateType.SUM,0.1,"('Widen pathway', 'Advance catheter')",0.0410805927363887
CCC19,AggregateType.SUM,0.1,"('Advance catheter', 'Remove guidewire')",0.03840126285378975
CCC19,AggregateType.SUM,0.1,"('Remove guidewire', 'Check flow and reflow')",0.29260798719610764
CCC19,AggregateType.SUM,0.1,"('Check flow and reflow', 'Check catheter position')",0.17320007568436546
CCC19,AggregateType.SUM,0.1,"('Get in sterile clothes', 'Prepare implements')",0.0013347513310224299
CCC19,AggregateType.SUM,0.1,"('Prepare implements', 'Clean puncture area')",0.060941019020376484
CCC19,AggregateType.SUM,0.1,"('Drap puncture area', 'Prepare implements')",0.11730611949969608
CCC19,AggregateType.SUM,0.1,"('Prepare implements', 'Cover probe')",0.38901186628652845
CCC19,AggregateType.SUM,0.1,"('Gel in probe', 'Cover probe')",0.2172436140090007
CCC19,AggregateType.SUM,0.1,"('Put sterile gel', 'Position probe')",0.049557729252509564
CCC19,AggregateType.SUM,0.1,"('Guidewire install', 'Remove trocar')",0.10739686020181655
CCC19,AggregateType.SUM,0.1,"('Compression identification', 'Doppler identification')",0.01739891978737984
CCC19,AggregateType.SUM,0.1,"('Doppler identification', 'Anesthetize')",0.22848153092537338
CCC19,AggregateType.SUM,0.1,"('Check wire in long axis', 'Wire in good position')",0.02987502987090017
CCC19,AggregateType.SUM,0.1,"('Prepare implements', 'Ultrasound configuration')",0.2089422891828685
CCC19,AggregateType.SUM,0.1,"('Wire in good position', 'Widen pathway')",0.5058637851301233
CCC19,AggregateType.SUM,0.1,"('Cover probe', 'Gel in probe')",0.12600454832663002
CCC19,AggregateType.SUM,0.1,"('Anesthetize', 'Puncture')",0.00537210552524709
CCC19,AggregateType.SUM,0.1,"('Prepare implements', 'Position patient')",2.2704309748485
CCC19,AggregateType.SUM,0.1,"('Position probe', 'Anatomic identification')",0.17600419163702222
CCC19,AggregateType.SUM,0.1,"('Position patient', 'Hand washing')",4.78737372384019
CCC19,AggregateType.MIN,0.1,"('Ultrasound configuration', 'Anatomic identification')",0.6843886432790818
CCC19,AggregateType.MIN,0.1,"('Anatomic identification', 'Compression identification')",0.13996624146461567
CCC19,AggregateType.MIN,0.1,"('Hand washing', 'Get in sterile clothes')",0.06577212549394262
CCC19,AggregateType.MIN,0.1,"('Clean puncture area', 'Drap puncture area')",0.05569128481271446
CCC19,AggregateType.MIN,0.1,"('Cover probe', 'Put sterile gel')",0.023902020662379543
CCC19,AggregateType.MIN,0.1,"('Puncture', 'Blood return')",0.10817834370664954
CCC19,AggregateType.MIN,0.1,"('Blood return', 'Drop probe')",0.08757154025039203
CCC19,AggregateType.MIN,0.1,"('Drop probe', 'Remove syringe')",0.07192545442993734
CCC19,AggregateType.MIN,0.1,"('Remove syringe', 'Guidewire install')",0.03165387974591624
CCC19,AggregateType.MIN,0.1,"('Check wire in short axis', 'Check wire in long axis')",0.07568931720710338
CCC19,AggregateType.MIN,0.1,"('Remove trocar', 'Check wire in short axis')",0.18015161148402659
CCC19,AggregateType.MIN,0.1,"('Widen pathway', 'Advance catheter')",0.09118343469438053
CCC19,AggregateType.MIN,0.1,"('Advance catheter', 'Remove guidewire')",0.2775977106803319
CCC19,AggregateType.MIN,0.1,"('Remove guidewire', 'Check flow and reflow')",0.09117614997280102
CCC19,AggregateType.MIN,0.1,"('Check flow and reflow', 'Check catheter position')",0.1791728384074609
CCC19,AggregateType.MIN,0.1,"('Get in sterile clothes', 'Prepare implements')",0.06001233263228537
CCC19,AggregateType.MIN,0.1,"('Prepare implements', 'Clean puncture area')",0.5410855330959242
CCC19,AggregateType.MIN,0.1,"('Drap puncture area', 'Prepare implements')",0.1142052294976963
CCC19,AggregateType.MIN,0.1,"('Prepare implements', 'Cover probe')",0.010155552944561089
CCC19,AggregateType.MIN,0.1,"('Gel in probe', 'Cover probe')",0.11022253158201778
CCC19,AggregateType.MIN,0.1,"('Put sterile gel', 'Position probe')",0.07548690527335133
CCC19,AggregateType.MIN,0.1,"('Guidewire install', 'Remove trocar')",0.05206299232032821
CCC19,AggregateType.MIN,0.1,"('Compression identification', 'Doppler identification')",0.09209536110840011
CCC19,AggregateType.MIN,0.1,"('Doppler identification', 'Anesthetize')",0.32854000014422446
CCC19,AggregateType.MIN,0.1,"('Check wire in long axis', 'Wire in good position')",0.4076284158020253
CCC19,AggregateType.MIN,0.1,"('Prepare implements', 'Ultrasound configuration')",0.058446830330857846
CCC19,AggregateType.MIN,0.1,"('Wire in good position', 'Widen pathway')",0.237030093577405
CCC19,AggregateType.MIN,0.1,"('Cover probe', 'Gel in probe')",0.16694019554302772
CCC19,AggregateType.MIN,0.1,"('Anesthetize', 'Puncture')",0.5210226378919669
CCC19,AggregateType.MIN,0.1,"('Prepare implements', 'Position patient')",3.6460215404533036
CCC19,AggregateType.MIN,0.1,"('Position probe', 'Anatomic identification')",0.40468959047493036
CCC19,AggregateType.MIN,0.1,"('Position patient', 'Hand washing')",0.7563801706491229
CCC19,AggregateType.MAX,0.1,"('Ultrasound configuration', 'Anatomic identification')",0.3309987058386083
CCC19,AggregateType.MAX,0.1,"('Anatomic identification', 'Compression identification')",0.06826107529609349
CCC19,AggregateType.MAX,0.1,"('Hand washing', 'Get in sterile clothes')",0.011586020095387428
CCC19,AggregateType.MAX,0.1,"('Clean puncture area', 'Drap puncture area')",0.3067144646903879
CCC19,AggregateType.MAX,0.1,"('Cover probe', 'Put sterile gel')",0.17243328136819233
CCC19,AggregateType.MAX,0.1,"('Puncture', 'Blood return')",0.04504237956803844
CCC19,AggregateType.MAX,0.1,"('Blood return', 'Drop probe')",0.05004769108335062
CCC19,AggregateType.MAX,0.1,"('Drop probe', 'Remove syringe')",0.01339816809745601
CCC19,AggregateType.MAX,0.1,"('Remove syringe', 'Guidewire install')",0.15183112223552483
CCC19,AggregateType.MAX,0.1,"('Check wire in short axis', 'Check wire in long axis')",0.12286624208685311
CCC19,AggregateType.MAX,0.1,"('Remove trocar', 'Check wire in short axis')",0.018324019026558485
CCC19,AggregateType.MAX,0.1,"('Widen pathway', 'Advance catheter')",0.12741936922249156
CCC19,AggregateType.MAX,0.1,"('Advance catheter', 'Remove guidewire')",0.04605932414655278
CCC19,AggregateType.MAX,0.1,"('Remove guidewire', 'Check flow and reflow')",0.14961121160294866
CCC19,AggregateType.MAX,0.1,"('Check flow and reflow', 'Check catheter position')",0.05162377355573877
CCC19,AggregateType.MAX,0.1,"('Get in sterile clothes', 'Prepare implements')",0.001126639158828466
CCC19,AggregateType.MAX,0.1,"('Prepare implements', 'Clean puncture area')",0.2740245078317146
CCC19,AggregateType.MAX,0.1,"('Drap puncture area', 'Prepare implements')",0.6138626470925858
CCC19,AggregateType.MAX,0.1,"('Prepare implements', 'Cover probe')",0.9635998847437092
CCC19,AggregateType.MAX,0.1,"('Gel in probe', 'Cover probe')",0.041867177409506136
CCC19,AggregateType.MAX,0.1,"('Put sterile gel', 'Position probe')",0.5724659989432275
CCC19,AggregateType.MAX,0.1,"('Guidewire install', 'Remove trocar')",0.2704596556036635
CCC19,AggregateType.MAX,0.1,"('Compression identification', 'Doppler identification')",0.3859701342613342
CCC19,AggregateType.MAX,0.1,"('Doppler identification', 'Anesthetize')",0.20976616031372464
CCC19,AggregateType.MAX,0.1,"('Check wire in long axis', 'Wire in good position')",0.19258854924822166
CCC19,AggregateType.MAX,0.1,"('Prepare implements', 'Ultrasound configuration')",0.7240301994869878
CCC19,AggregateType.MAX,0.1,"('Wire in good position', 'Widen pathway')",0.2796866013921899
CCC19,AggregateType.MAX,0.1,"('Cover probe', 'Gel in probe')",0.26506028189124375
CCC19,AggregateType.MAX,0.1,"('Anesthetize', 'Puncture')",0.16655682817898862
CCC19,AggregateType.MAX,0.1,"('Prepare implements', 'Position patient')",0.3194842563793818
CCC19,AggregateType.MAX,0.1,"('Position probe', 'Anatomic identification')",0.25206603937129696
CCC19,AggregateType.MAX,0.1,"('Position patient', 'Hand washing')",1.3595554282451108
