dataset,aggregate_type,delta,edge,APE_time
Sepsis,AggregateType.AVG,0.3,"('ER Registration', 'Leucocytes')",0.008769079896459956
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'CRP')",0.1360395030303242
Sepsis,AggregateType.AVG,0.3,"('CRP', 'LacticAcid')",0.12605549337868102
Sepsis,AggregateType.AVG,0.3,"('LacticAcid', 'ER Triage')",0.02747805751813313
Sepsis,AggregateType.AVG,0.3,"('ER Triage', 'ER Sepsis Triage')",0.04715082597143274
Sepsis,AggregateType.AVG,0.3,"('ER Sepsis Triage', 'IV Liquid')",0.00017631542764444763
Sepsis,AggregateType.AVG,0.3,"('IV Liquid', 'IV Antibiotics')",0.09819462407131994
Sepsis,AggregateType.AVG,0.3,"('IV Antibiotics', 'Admission NC')",0.019290375075474157
Sepsis,AggregateType.AVG,0.3,"('Admission NC', 'CRP')",0.02512413461979967
Sepsis,AggregateType.AVG,0.3,"('CRP', 'Leucocytes')",0.1353920697146865
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'Leucocytes')",0.08216893481456833
Sepsis,AggregateType.AVG,0.3,"('CRP', 'CRP')",0.010568606466735053
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'Release A')",0.023241365093196298
Sepsis,AggregateType.AVG,0.3,"('ER Registration', 'ER Triage')",0.033923297451113006
Sepsis,AggregateType.AVG,0.3,"('ER Triage', 'CRP')",0.012045298314216597
Sepsis,AggregateType.AVG,0.3,"('LacticAcid', 'Leucocytes')",0.17933554998142331
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'ER Sepsis Triage')",0.012552036621630527
Sepsis,AggregateType.AVG,0.3,"('CRP', 'Release A')",0.003663068412109919
Sepsis,AggregateType.AVG,0.3,"('ER Sepsis Triage', 'Leucocytes')",0.009894335695028938
Sepsis,AggregateType.AVG,0.3,"('CRP', 'IV Liquid')",0.01942297573630445
Sepsis,AggregateType.AVG,0.3,"('Admission NC', 'Admission NC')",0.027981577700542284
Sepsis,AggregateType.AVG,0.3,"('Admission NC', 'Leucocytes')",0.07852842010410946
Sepsis,AggregateType.AVG,0.3,"('ER Sepsis Triage', 'CRP')",0.05967691225319901
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'IV Liquid')",0.008559305291439487
Sepsis,AggregateType.AVG,0.3,"('Release A', 'Return ER')",0.030963864824888044
Sepsis,AggregateType.AVG,0.3,"('IV Liquid', 'CRP')",0.03426332456512376
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'LacticAcid')",0.20436271134879577
Sepsis,AggregateType.AVG,0.3,"('LacticAcid', 'IV Antibiotics')",3.4584627763571295e-06
Sepsis,AggregateType.AVG,0.3,"('IV Antibiotics', 'IV Liquid')",0.000434711927008139
Sepsis,AggregateType.AVG,0.3,"('IV Liquid', 'Admission NC')",0.01979306576415271
Sepsis,AggregateType.AVG,0.3,"('Admission NC', 'Release A')",0.009340259395277177
Sepsis,AggregateType.AVG,0.3,"('IV Antibiotics', 'LacticAcid')",0.29832855568436717
Sepsis,AggregateType.AVG,0.3,"('LacticAcid', 'CRP')",0.03460564690695825
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'Admission NC')",0.04544666203533355
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'Admission IC')",0.02272355510268638
Sepsis,AggregateType.AVG,0.3,"('Admission IC', 'Admission NC')",0.005415515100111493
Sepsis,AggregateType.AVG,0.3,"('CRP', 'Admission NC')",0.004988826439820751
Sepsis,AggregateType.AVG,0.3,"('Admission NC', 'Release B')",0.03161985032843689
Sepsis,AggregateType.AVG,0.3,"('ER Sepsis Triage', 'IV Antibiotics')",0.15957741001731818
Sepsis,AggregateType.AVG,0.3,"('IV Antibiotics', 'Leucocytes')",0.08206010947648897
Sepsis,AggregateType.AVG,0.3,"('LacticAcid', 'Admission NC')",0.011955011965178524
Sepsis,AggregateType.AVG,0.3,"('LacticAcid', 'IV Liquid')",0.011354044114285132
Sepsis,AggregateType.AVG,0.3,"('ER Sepsis Triage', 'LacticAcid')",0.033225824156430994
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'IV Antibiotics')",0.020646694587750196
Sepsis,AggregateType.AVG,0.3,"('Admission NC', 'IV Liquid')",0.005454015880730201
Sepsis,AggregateType.AVG,0.3,"('IV Antibiotics', 'CRP')",0.05883568116472482
Sepsis,AggregateType.AVG,0.3,"('Admission NC', 'Admission IC')",0.0834103574476004
Sepsis,AggregateType.AVG,0.3,"('Admission IC', 'LacticAcid')",0.004273617540043803
Sepsis,AggregateType.AVG,0.3,"('CRP', 'Release B')",0.0036512062093315345
Sepsis,AggregateType.AVG,0.3,"('IV Liquid', 'Leucocytes')",0.050316272848339005
Sepsis,AggregateType.AVG,0.3,"('CRP', 'IV Antibiotics')",0.008949227727628637
Sepsis,AggregateType.AVG,0.3,"('IV Antibiotics', 'Admission IC')",0.005217758028609188
Sepsis,AggregateType.AVG,0.3,"('LacticAcid', 'LacticAcid')",0.03319773524033861
Sepsis,AggregateType.AVG,0.3,"('IV Liquid', 'LacticAcid')",0.0008709951439784672
Sepsis,AggregateType.AVG,0.3,"('ER Triage', 'Leucocytes')",0.024447615772083684
Sepsis,AggregateType.AVG,0.3,"('LacticAcid', 'ER Sepsis Triage')",0.09745596924657052
Sepsis,AggregateType.AVG,0.3,"('CRP', 'Admission IC')",0.05830689172964467
Sepsis,AggregateType.AVG,0.3,"('CRP', 'Release C')",0.020692128109900128
Sepsis,AggregateType.AVG,0.3,"('ER Sepsis Triage', 'Admission NC')",0.000849420497087032
Sepsis,AggregateType.AVG,0.3,"('IV Liquid', 'ER Registration')",0.12364233456996304
Sepsis,AggregateType.AVG,0.3,"('ER Registration', 'ER Sepsis Triage')",0.0018296142572450486
Sepsis,AggregateType.AVG,0.3,"('IV Antibiotics', 'ER Triage')",0.002686615801348178
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'Release C')",0.0014287607988889596
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'Release D')",0.01931781149080161
Sepsis,AggregateType.AVG,0.3,"('Admission NC', 'LacticAcid')",0.0034994153213809484
Sepsis,AggregateType.AVG,0.3,"('LacticAcid', 'Release A')",0.0013215870281399742
Sepsis,AggregateType.AVG,0.3,"('CRP', 'ER Triage')",0.018507360543300308
Sepsis,AggregateType.AVG,0.3,"('ER Triage', 'LacticAcid')",0.050966014539990834
Sepsis,AggregateType.AVG,0.3,"('LacticAcid', 'Release B')",0.005055698074064632
Sepsis,AggregateType.AVG,0.3,"('Release D', 'Return ER')",0.08898705593703979
Sepsis,AggregateType.AVG,0.3,"('ER Triage', 'ER Registration')",0.007522287799478455
Sepsis,AggregateType.AVG,0.3,"('LacticAcid', 'Admission IC')",0.005709900345219998
Sepsis,AggregateType.AVG,0.3,"('Admission IC', 'CRP')",0.0015007996778699428
Sepsis,AggregateType.AVG,0.3,"('ER Registration', 'IV Liquid')",0.011961592471317273
Sepsis,AggregateType.AVG,0.3,"('IV Liquid', 'ER Triage')",0.01568432870788832
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'ER Registration')",0.012257268690464179
Sepsis,AggregateType.AVG,0.3,"('CRP', 'ER Sepsis Triage')",0.009787529691341142
Sepsis,AggregateType.AVG,0.3,"('ER Registration', 'LacticAcid')",0.013190550952605249
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'ER Triage')",0.02679270905998863
Sepsis,AggregateType.AVG,0.3,"('Admission IC', 'Leucocytes')",0.01822707659427013
Sepsis,AggregateType.AVG,0.3,"('ER Triage', 'IV Liquid')",0.01769803304100606
Sepsis,AggregateType.AVG,0.3,"('IV Liquid', 'ER Sepsis Triage')",0.000403305408842752
Sepsis,AggregateType.AVG,0.3,"('Admission IC', 'Admission IC')",0.0
Sepsis,AggregateType.AVG,0.3,"('ER Sepsis Triage', 'ER Registration')",0.01542796244989884
Sepsis,AggregateType.AVG,0.3,"('ER Registration', 'CRP')",0.0010654390512062914
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'Release B')",0.031048039387374157
Sepsis,AggregateType.AVG,0.3,"('CRP', 'Release D')",0.022335087592073144
Sepsis,AggregateType.AVG,0.3,"('IV Liquid', 'Release A')",0.004077939374832694
Sepsis,AggregateType.AVG,0.3,"('ER Sepsis Triage', 'Admission IC')",0.0
Sepsis,AggregateType.AVG,0.3,"('CRP', 'ER Registration')",0.03932402060353925
Sepsis,AggregateType.AVG,0.3,"('Release A', 'CRP')",0.0
Sepsis,AggregateType.AVG,0.3,"('CRP', 'Release E')",0.0016161235819800814
Sepsis,AggregateType.AVG,0.3,"('Release E', 'Return ER')",0.0
Sepsis,AggregateType.AVG,0.3,"('IV Liquid', 'Release B')",0.0
Sepsis,AggregateType.AVG,0.3,"('ER Sepsis Triage', 'ER Triage')",0.002291421259833712
Sepsis,AggregateType.AVG,0.3,"('Admission NC', 'Release D')",0.0
Sepsis,AggregateType.AVG,0.3,"('Admission NC', 'IV Antibiotics')",0.0016483702356969061
Sepsis,AggregateType.AVG,0.3,"('Admission NC', 'Release C')",0.015220480673536306
Sepsis,AggregateType.AVG,0.3,"('IV Liquid', 'Admission IC')",0.0
Sepsis,AggregateType.AVG,0.3,"('Release C', 'Return ER')",0.06089901924653533
Sepsis,AggregateType.AVG,0.3,"('IV Antibiotics', 'Release B')",0.0
Sepsis,AggregateType.AVG,0.3,"('Release B', 'Admission NC')",0.0
Sepsis,AggregateType.AVG,0.3,"('ER Triage', 'IV Antibiotics')",0.0
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'Release E')",0.013958616472077117
Sepsis,AggregateType.AVG,0.3,"('Admission NC', 'ER Sepsis Triage')",0.007615577682154879
Sepsis,AggregateType.AVG,0.3,"('IV Antibiotics', 'Release A')",0.0
Sepsis,AggregateType.AVG,0.3,"('Return ER', 'CRP')",0.0
Sepsis,AggregateType.AVG,0.3,"('IV Antibiotics', 'ER Registration')",0.0
Sepsis,AggregateType.AVG,0.3,"('ER Registration', 'Admission IC')",0.0
Sepsis,AggregateType.AVG,0.3,"('LacticAcid', 'Release E')",0.0
Sepsis,AggregateType.AVG,0.3,"('Admission IC', 'ER Sepsis Triage')",0.0
Sepsis,AggregateType.AVG,0.3,"('LacticAcid', 'ER Registration')",0.0
Sepsis,AggregateType.AVG,0.3,"('Admission NC', 'ER Triage')",0.0
Sepsis,AggregateType.AVG,0.3,"('Release A', 'Leucocytes')",0.0
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'Return ER')",0.0
Sepsis,AggregateType.SUM,0.3,"('ER Registration', 'Leucocytes')",0.003902972129203828
Sepsis,AggregateType.SUM,0.3,"('Leucocytes', 'CRP')",0.04172649117210766
Sepsis,AggregateType.SUM,0.3,"('CRP', 'LacticAcid')",0.00529020497891641
Sepsis,AggregateType.SUM,0.3,"('LacticAcid', 'ER Triage')",0.011873914306684778
Sepsis,AggregateType.SUM,0.3,"('ER Triage', 'ER Sepsis Triage')",0.009756889608234166
Sepsis,AggregateType.SUM,0.3,"('ER Sepsis Triage', 'IV Liquid')",0.11006146478387341
Sepsis,AggregateType.SUM,0.3,"('IV Liquid', 'IV Antibiotics')",0.09574255502637216
Sepsis,AggregateType.SUM,0.3,"('IV Antibiotics', 'Admission NC')",0.0130185024123731
Sepsis,AggregateType.SUM,0.3,"('Admission NC', 'CRP')",0.05039191399345523
Sepsis,AggregateType.SUM,0.3,"('CRP', 'Leucocytes')",0.0012463729059236286
Sepsis,AggregateType.SUM,0.3,"('Leucocytes', 'Leucocytes')",0.006851417660073339
Sepsis,AggregateType.SUM,0.3,"('CRP', 'CRP')",0.0067598871759495735
Sepsis,AggregateType.SUM,0.3,"('Leucocytes', 'Release A')",0.007131373215685911
Sepsis,AggregateType.SUM,0.3,"('ER Registration', 'ER Triage')",0.017700048633040907
Sepsis,AggregateType.SUM,0.3,"('ER Triage', 'CRP')",0.08350500793418134
Sepsis,AggregateType.SUM,0.3,"('LacticAcid', 'Leucocytes')",0.04410470202677755
Sepsis,AggregateType.SUM,0.3,"('Leucocytes', 'ER Sepsis Triage')",0.16400969775431606
Sepsis,AggregateType.SUM,0.3,"('CRP', 'Release A')",0.008087642259984092
Sepsis,AggregateType.SUM,0.3,"('ER Sepsis Triage', 'Leucocytes')",0.06075780506640453
Sepsis,AggregateType.SUM,0.3,"('CRP', 'IV Liquid')",0.0017153305241313554
Sepsis,AggregateType.SUM,0.3,"('Admission NC', 'Admission NC')",0.03193396042345874
Sepsis,AggregateType.SUM,0.3,"('Admission NC', 'Leucocytes')",0.031511484168854326
Sepsis,AggregateType.SUM,0.3,"('ER Sepsis Triage', 'CRP')",0.009437208545298469
Sepsis,AggregateType.SUM,0.3,"('Leucocytes', 'IV Liquid')",0.008238036206576668
Sepsis,AggregateType.SUM,0.3,"('Release A', 'Return ER')",0.005851170017849191
Sepsis,AggregateType.SUM,0.3,"('IV Liquid', 'CRP')",0.2562118597690013
Sepsis,AggregateType.SUM,0.3,"('Leucocytes', 'LacticAcid')",6.486784199762002e-05
Sepsis,AggregateType.SUM,0.3,"('LacticAcid', 'IV Antibiotics')",0.02192387480909497
Sepsis,AggregateType.SUM,0.3,"('IV Antibiotics', 'IV Liquid')",0.029964935378077474
Sepsis,AggregateType.SUM,0.3,"('IV Liquid', 'Admission NC')",0.09822828480745245
Sepsis,AggregateType.SUM,0.3,"('Admission NC', 'Release A')",0.007655735281326311
Sepsis,AggregateType.SUM,0.3,"('IV Antibiotics', 'LacticAcid')",0.16868372672499127
Sepsis,AggregateType.SUM,0.3,"('LacticAcid', 'CRP')",0.026192710515622115
Sepsis,AggregateType.SUM,0.3,"('Leucocytes', 'Admission NC')",0.0045223687652552165
Sepsis,AggregateType.SUM,0.3,"('Leucocytes', 'Admission IC')",0.06039512375533182
Sepsis,AggregateType.SUM,0.3,"('Admission IC', 'Admission NC')",0.3423276382369758
Sepsis,AggregateType.SUM,0.3,"('CRP', 'Admission NC')",0.019231662599048065
Sepsis,AggregateType.SUM,0.3,"('Admission NC', 'Release B')",0.07247409941586788
Sepsis,AggregateType.SUM,0.3,"('ER Sepsis Triage', 'IV Antibiotics')",0.04356115416515614
Sepsis,AggregateType.SUM,0.3,"('IV Antibiotics', 'Leucocytes')",0.1908796691667798
Sepsis,AggregateType.SUM,0.3,"('LacticAcid', 'Admission NC')",0.002850579926870422
Sepsis,AggregateType.SUM,0.3,"('LacticAcid', 'IV Liquid')",0.047345717986572396
Sepsis,AggregateType.SUM,0.3,"('ER Sepsis Triage', 'LacticAcid')",0.00795000675851758
Sepsis,AggregateType.SUM,0.3,"('Leucocytes', 'IV Antibiotics')",0.03131412506565821
Sepsis,AggregateType.SUM,0.3,"('Admission NC', 'IV Liquid')",0.020889081358708563
Sepsis,AggregateType.SUM,0.3,"('IV Antibiotics', 'CRP')",0.07395122318421876
Sepsis,AggregateType.SUM,0.3,"('Admission NC', 'Admission IC')",0.20495623610990674
Sepsis,AggregateType.SUM,0.3,"('Admission IC', 'LacticAcid')",0.0641466948010851
Sepsis,AggregateType.SUM,0.3,"('CRP', 'Release B')",0.08642159423022983
Sepsis,AggregateType.SUM,0.3,"('IV Liquid', 'Leucocytes')",0.10492003243862466
Sepsis,AggregateType.SUM,0.3,"('CRP', 'IV Antibiotics')",0.0047773169342582335
Sepsis,AggregateType.SUM,0.3,"('IV Antibiotics', 'Admission IC')",0.06032717822992197
Sepsis,AggregateType.SUM,0.3,"('LacticAcid', 'LacticAcid')",0.024456969943978755
