dataset,aggregate_type,delta,edge,APE_freq
Hospital,AggregateType.AVG,0.3,"('1e consult poliklinisch', 'administratief tarief       - eerste pol')",0.0020283986551334573
Hospital,AggregateType.AVG,0.3,"('administratief tarief       - eerste pol', 'verlosk.-gynaec. korte kaart kosten-out')",0.04172333754952362
Hospital,AggregateType.AVG,0.3,"('verlosk.-gynaec. korte kaart kosten-out', 'echografie  - genitalia interna')",0.060267239391040305
Hospital,AggregateType.AVG,0.3,"('echografie  - genitalia interna', '1e consult poliklinisch')",0.05829074870144946
Hospital,AggregateType.AVG,0.3,"('administratief tarief       - eerste pol', 'simulator - gebruik voor aanvang megavol')",0.0020330599169215836
Hospital,AggregateType.AVG,0.3,"('simulator - gebruik voor aanvang megavol', 'behandeltijd - eenheid t3 - megavolt')",0.011991541731444759
Hospital,AggregateType.AVG,0.3,"('behandeltijd - eenheid t3 - megavolt', 'teletherapie - megavolt fotonen bestrali')",0.0002517965158150945
Hospital,AggregateType.AVG,0.3,"('teletherapie - megavolt fotonen bestrali', 'aanname laboratoriumonderzoek')",0.07494406955958097
Hospital,AggregateType.AVG,0.3,"('aanname laboratoriumonderzoek', 'aanname laboratoriumonderzoek')",6.199078970161093e-05
Hospital,AggregateType.AVG,0.3,"('aanname laboratoriumonderzoek', 'ureum')",0.0015369147528062304
Hospital,AggregateType.AVG,0.3,"('ureum', 'hemoglobine foto-elektrisch')",7.165444503223272e-05
Hospital,AggregateType.AVG,0.3,"('hemoglobine foto-elektrisch', 'creatinine')",0.0001844120770254351
Hospital,AggregateType.AVG,0.3,"('creatinine', 'natrium vlamfotometrisch')",0.0010914253038043675
Hospital,AggregateType.AVG,0.3,"('natrium vlamfotometrisch', 'kalium potentiometrisch')",0.0002500109846704366
Hospital,AggregateType.AVG,0.3,"('kalium potentiometrisch', 'leukocyten tellen elektronisch')",0.004353438308461056
Hospital,AggregateType.AVG,0.3,"('leukocyten tellen elektronisch', 'trombocyten tellen - elektronisch')",1.7652868970766393e-05
Hospital,AggregateType.AVG,0.3,"('trombocyten tellen - elektronisch', 'ordertarief')",0.00027683062482125245
Hospital,AggregateType.AVG,0.3,"('ordertarief', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.015748907142024014
Hospital,AggregateType.AVG,0.3,"('ligdagen - alle spec.beh.kinderg.-reval.', 'aanname laboratoriumonderzoek')",0.0003373706902857641
Hospital,AggregateType.AVG,0.3,"('aanname laboratoriumonderzoek', 'sediment - spoed')",0.0001137469944946932
Hospital,AggregateType.AVG,0.3,"('sediment - spoed', 'bacteriologisch onderzoek met kweek -nie')",0.026024360156778108
Hospital,AggregateType.AVG,0.3,"('bacteriologisch onderzoek met kweek -nie', 'bacteriologisch onderzoek met kweek -nie')",2.302206938670641e-05
Hospital,AggregateType.AVG,0.3,"('bacteriologisch onderzoek met kweek -nie', 'resistentiebepalingen - 5 bepalingen')",0.004057134745255626
Hospital,AggregateType.AVG,0.3,"('resistentiebepalingen - 5 bepalingen', 'resistentiebepalingen - 5 bepalingen')",0.0018740299413793555
