dataset,aggregate_type,delta,edge,APE_time
Sepsis,AggregateType.AVG,0.2,"('ER Registration', 'Leucocytes')",0.006639706001997384
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'CRP')",0.19984350086539596
Sepsis,AggregateType.AVG,0.2,"('CRP', 'LacticAcid')",0.1273717595717139
Sepsis,AggregateType.AVG,0.2,"('LacticAcid', 'ER Triage')",0.04022548399760612
Sepsis,AggregateType.AVG,0.2,"('ER Triage', 'ER Sepsis Triage')",0.5891946846964692
Sepsis,AggregateType.AVG,0.2,"('ER Sepsis Triage', 'IV Liquid')",0.20179189189005528
Sepsis,AggregateType.AVG,0.2,"('IV Liquid', 'IV Antibiotics')",0.0836290427877452
Sepsis,AggregateType.AVG,0.2,"('IV Antibiotics', 'Admission NC')",0.01709219635153888
Sepsis,AggregateType.AVG,0.2,"('Admission NC', 'CRP')",0.01229359464379382
Sepsis,AggregateType.AVG,0.2,"('CRP', 'Leucocytes')",0.041022572583339884
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'Leucocytes')",0.011864560840285704
Sepsis,AggregateType.AVG,0.2,"('CRP', 'CRP')",0.0027041538391715716
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'Release A')",0.06659391680361745
Sepsis,AggregateType.AVG,0.2,"('ER Registration', 'ER Triage')",0.06370417649597783
Sepsis,AggregateType.AVG,0.2,"('ER Triage', 'CRP')",0.008739891928742671
Sepsis,AggregateType.AVG,0.2,"('LacticAcid', 'Leucocytes')",0.4204149851174352
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'ER Sepsis Triage')",0.004126971984071189
Sepsis,AggregateType.AVG,0.2,"('CRP', 'Release A')",0.08695029940188212
Sepsis,AggregateType.AVG,0.2,"('ER Sepsis Triage', 'Leucocytes')",0.021983216589759325
Sepsis,AggregateType.AVG,0.2,"('CRP', 'IV Liquid')",0.020753100150937582
Sepsis,AggregateType.AVG,0.2,"('Admission NC', 'Admission NC')",0.09617352092777713
Sepsis,AggregateType.AVG,0.2,"('Admission NC', 'Leucocytes')",0.016685293935053937
Sepsis,AggregateType.AVG,0.2,"('ER Sepsis Triage', 'CRP')",0.004255078807431105
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'IV Liquid')",0.03888030950537874
Sepsis,AggregateType.AVG,0.2,"('Release A', 'Return ER')",0.020934973329850122
Sepsis,AggregateType.AVG,0.2,"('IV Liquid', 'CRP')",0.004493198865349941
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'LacticAcid')",0.1172118584791226
Sepsis,AggregateType.AVG,0.2,"('LacticAcid', 'IV Antibiotics')",0.045753150943114176
Sepsis,AggregateType.AVG,0.2,"('IV Antibiotics', 'IV Liquid')",0.08872606589669714
Sepsis,AggregateType.AVG,0.2,"('IV Liquid', 'Admission NC')",0.037780939488126254
Sepsis,AggregateType.AVG,0.2,"('Admission NC', 'Release A')",0.012530033519415848
Sepsis,AggregateType.AVG,0.2,"('IV Antibiotics', 'LacticAcid')",0.014477678392124722
Sepsis,AggregateType.AVG,0.2,"('LacticAcid', 'CRP')",0.014254432359543693
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'Admission NC')",0.278984196627711
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'Admission IC')",0.023162700342122443
Sepsis,AggregateType.AVG,0.2,"('Admission IC', 'Admission NC')",0.00999396313173567
Sepsis,AggregateType.AVG,0.2,"('CRP', 'Admission NC')",0.01347363309913109
Sepsis,AggregateType.AVG,0.2,"('Admission NC', 'Release B')",0.00704293790262764
Sepsis,AggregateType.AVG,0.2,"('ER Sepsis Triage', 'IV Antibiotics')",0.0038821065030450056
Sepsis,AggregateType.AVG,0.2,"('IV Antibiotics', 'Leucocytes')",0.07637106914335132
Sepsis,AggregateType.AVG,0.2,"('LacticAcid', 'Admission NC')",0.11215425023896937
Sepsis,AggregateType.AVG,0.2,"('LacticAcid', 'IV Liquid')",0.034073791691020344
Sepsis,AggregateType.AVG,0.2,"('ER Sepsis Triage', 'LacticAcid')",0.03738119005177175
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'IV Antibiotics')",0.017469330586942063
Sepsis,AggregateType.AVG,0.2,"('Admission NC', 'IV Liquid')",0.00031930860915976703
Sepsis,AggregateType.AVG,0.2,"('IV Antibiotics', 'CRP')",0.06893419746553732
Sepsis,AggregateType.AVG,0.2,"('Admission NC', 'Admission IC')",0.05663675420820034
Sepsis,AggregateType.AVG,0.2,"('Admission IC', 'LacticAcid')",0.007377191362611352
Sepsis,AggregateType.AVG,0.2,"('CRP', 'Release B')",0.0932722865071746
Sepsis,AggregateType.AVG,0.2,"('IV Liquid', 'Leucocytes')",0.005696661999084458
Sepsis,AggregateType.AVG,0.2,"('CRP', 'IV Antibiotics')",0.13250100941517098
Sepsis,AggregateType.AVG,0.2,"('IV Antibiotics', 'Admission IC')",0.2499638929689216
Sepsis,AggregateType.AVG,0.2,"('LacticAcid', 'LacticAcid')",0.0027147047618612564
Sepsis,AggregateType.AVG,0.2,"('IV Liquid', 'LacticAcid')",0.013038157575511676
Sepsis,AggregateType.AVG,0.2,"('ER Triage', 'Leucocytes')",0.11470650662763252
Sepsis,AggregateType.AVG,0.2,"('LacticAcid', 'ER Sepsis Triage')",0.017998794081921995
Sepsis,AggregateType.AVG,0.2,"('CRP', 'Admission IC')",0.032967457291298866
Sepsis,AggregateType.AVG,0.2,"('CRP', 'Release C')",0.043546059646692475
Sepsis,AggregateType.AVG,0.2,"('ER Sepsis Triage', 'Admission NC')",0.06514509955102785
Sepsis,AggregateType.AVG,0.2,"('IV Liquid', 'ER Registration')",0.03274565508092033
Sepsis,AggregateType.AVG,0.2,"('ER Registration', 'ER Sepsis Triage')",0.014357941075659306
Sepsis,AggregateType.AVG,0.2,"('IV Antibiotics', 'ER Triage')",0.13227223484067382
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'Release C')",0.015742262251643425
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'Release D')",0.037191210440114676
Sepsis,AggregateType.AVG,0.2,"('Admission NC', 'LacticAcid')",0.017930888032267542
Sepsis,AggregateType.AVG,0.2,"('LacticAcid', 'Release A')",0.00027290084210043633
Sepsis,AggregateType.AVG,0.2,"('CRP', 'ER Triage')",0.01646804313409726
Sepsis,AggregateType.AVG,0.2,"('ER Triage', 'LacticAcid')",0.04736326112529169
Sepsis,AggregateType.AVG,0.2,"('LacticAcid', 'Release B')",0.014517169695938525
Sepsis,AggregateType.AVG,0.2,"('Release D', 'Return ER')",0.059511678141621054
Sepsis,AggregateType.AVG,0.2,"('ER Triage', 'ER Registration')",0.022837425715712973
Sepsis,AggregateType.AVG,0.2,"('LacticAcid', 'Admission IC')",0.0024027392876146796
Sepsis,AggregateType.AVG,0.2,"('Admission IC', 'CRP')",0.02586421683537503
Sepsis,AggregateType.AVG,0.2,"('ER Registration', 'IV Liquid')",0.04434312135682257
Sepsis,AggregateType.AVG,0.2,"('IV Liquid', 'ER Triage')",0.005241151138068162
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'ER Registration')",0.011575689827767667
Sepsis,AggregateType.AVG,0.2,"('CRP', 'ER Sepsis Triage')",0.024791799560554124
Sepsis,AggregateType.AVG,0.2,"('ER Registration', 'LacticAcid')",0.08286278497141535
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'ER Triage')",0.0009383013935209078
Sepsis,AggregateType.AVG,0.2,"('Admission IC', 'Leucocytes')",0.05119808000148138
Sepsis,AggregateType.AVG,0.2,"('ER Triage', 'IV Liquid')",0.010839402828551139
Sepsis,AggregateType.AVG,0.2,"('IV Liquid', 'ER Sepsis Triage')",0.03029588439903096
Sepsis,AggregateType.AVG,0.2,"('Admission IC', 'Admission IC')",0.0
Sepsis,AggregateType.AVG,0.2,"('ER Sepsis Triage', 'ER Registration')",0.09268148260853908
Sepsis,AggregateType.AVG,0.2,"('ER Registration', 'CRP')",0.007867258082525991
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'Release B')",0.044848993584886816
Sepsis,AggregateType.AVG,0.2,"('CRP', 'Release D')",0.018994623717451795
Sepsis,AggregateType.AVG,0.2,"('IV Liquid', 'Release A')",0.004599542265477611
Sepsis,AggregateType.AVG,0.2,"('ER Sepsis Triage', 'Admission IC')",0.0
Sepsis,AggregateType.AVG,0.2,"('CRP', 'ER Registration')",0.014817852802430495
Sepsis,AggregateType.AVG,0.2,"('Release A', 'CRP')",0.0
Sepsis,AggregateType.AVG,0.2,"('CRP', 'Release E')",0.011174153035797678
Sepsis,AggregateType.AVG,0.2,"('Release E', 'Return ER')",0.0
Sepsis,AggregateType.AVG,0.2,"('IV Liquid', 'Release B')",0.0
Sepsis,AggregateType.AVG,0.2,"('ER Sepsis Triage', 'ER Triage')",0.025882544729619254
Sepsis,AggregateType.AVG,0.2,"('Admission NC', 'Release D')",0.0
Sepsis,AggregateType.AVG,0.2,"('Admission NC', 'IV Antibiotics')",0.04145011055963375
