dataset,aggregate_type,delta,edge,APE_freq
Hospital,AggregateType.AVG,0.05,"('1e consult poliklinisch', 'administratief tarief       - eerste pol')",0.011194595317897663
Hospital,AggregateType.AVG,0.05,"('administratief tarief       - eerste pol', 'verlosk.-gynaec. korte kaart kosten-out')",1.5934573263291796
Hospital,AggregateType.AVG,0.05,"('verlosk.-gynaec. korte kaart kosten-out', 'echografie  - genitalia interna')",0.7042517936158326
Hospital,AggregateType.AVG,0.05,"('echografie  - genitalia interna', '1e consult poliklinisch')",0.4731907934435766
Hospital,AggregateType.AVG,0.05,"('administratief tarief       - eerste pol', 'simulator - gebruik voor aanvang megavol')",0.04742568355120667
Hospital,AggregateType.AVG,0.05,"('simulator - gebruik voor aanvang megavol', 'behandeltijd - eenheid t3 - megavolt')",0.018943315925452096
Hospital,AggregateType.AVG,0.05,"('behandeltijd - eenheid t3 - megavolt', 'teletherapie - megavolt fotonen bestrali')",0.022412139649163422
Hospital,AggregateType.AVG,0.05,"('teletherapie - megavolt fotonen bestrali', 'aanname laboratoriumonderzoek')",0.030077182572818325
Hospital,AggregateType.AVG,0.05,"('aanname laboratoriumonderzoek', 'aanname laboratoriumonderzoek')",0.0009131449555256545
Hospital,AggregateType.AVG,0.05,"('aanname laboratoriumonderzoek', 'ureum')",0.0022778948058341524
Hospital,AggregateType.AVG,0.05,"('ureum', 'hemoglobine foto-elektrisch')",0.011268037605043786
Hospital,AggregateType.AVG,0.05,"('hemoglobine foto-elektrisch', 'creatinine')",0.0003292103601420293
Hospital,AggregateType.AVG,0.05,"('creatinine', 'natrium vlamfotometrisch')",0.0056898272029640385
Hospital,AggregateType.AVG,0.05,"('natrium vlamfotometrisch', 'kalium potentiometrisch')",0.0014217433863500436
Hospital,AggregateType.AVG,0.05,"('kalium potentiometrisch', 'leukocyten tellen elektronisch')",0.013632209029331113
Hospital,AggregateType.AVG,0.05,"('leukocyten tellen elektronisch', 'trombocyten tellen - elektronisch')",0.00287059082962428
Hospital,AggregateType.AVG,0.05,"('trombocyten tellen - elektronisch', 'ordertarief')",0.0067711066402279755
Hospital,AggregateType.AVG,0.05,"('ordertarief', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.1558289837838389
Hospital,AggregateType.AVG,0.05,"('ligdagen - alle spec.beh.kinderg.-reval.', 'aanname laboratoriumonderzoek')",1.4696296501255014e-05
Hospital,AggregateType.AVG,0.05,"('aanname laboratoriumonderzoek', 'sediment - spoed')",0.08081046915381988
Hospital,AggregateType.AVG,0.05,"('sediment - spoed', 'bacteriologisch onderzoek met kweek -nie')",0.1830891650730822
Hospital,AggregateType.AVG,0.05,"('bacteriologisch onderzoek met kweek -nie', 'bacteriologisch onderzoek met kweek -nie')",0.0164944410667321
Hospital,AggregateType.AVG,0.05,"('bacteriologisch onderzoek met kweek -nie', 'resistentiebepalingen - 5 bepalingen')",0.012410005272440773
Hospital,AggregateType.AVG,0.05,"('resistentiebepalingen - 5 bepalingen', 'resistentiebepalingen - 5 bepalingen')",0.013017285057900374
Hospital,AggregateType.AVG,0.05,"('resistentiebepalingen - 5 bepalingen', 'hepatitis-b surface antigeen confirmatie')",0.012316711348218266
Hospital,AggregateType.AVG,0.05,"('hepatitis-b surface antigeen confirmatie', 'hepatitis-b surface antigeen confirmatie')",0.03820135845017698
Hospital,AggregateType.AVG,0.05,"('hepatitis-b surface antigeen confirmatie', 'urine onderzoek - kwalitatief')",0.14872144235041618
Hospital,AggregateType.AVG,0.05,"('urine onderzoek - kwalitatief', 'ordertarief')",0.0017193557407309274
Hospital,AggregateType.AVG,0.05,"('ordertarief', '190021 klinische opname a002')",0.00950927994495987
Hospital,AggregateType.AVG,0.05,"('190021 klinische opname a002', '190205 klasse 3b        a205')",0.0038323151517101798
Hospital,AggregateType.AVG,0.05,"('190205 klasse 3b        a205', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.0001939292666434533
Hospital,AggregateType.AVG,0.05,"('kalium potentiometrisch', 'sgot - asat kinetisch')",0.005760314466363534
Hospital,AggregateType.AVG,0.05,"('sgot - asat kinetisch', 'sgpt - alat kinetisch')",0.007302966049935699
Hospital,AggregateType.AVG,0.05,"('sgpt - alat kinetisch', 'melkzuurdehydrogenase -ldh- kinetisch')",0.002444897915076285
Hospital,AggregateType.AVG,0.05,"('melkzuurdehydrogenase -ldh- kinetisch', 'differentiele telling automatisch')",2.9846711462414866e-05
Hospital,AggregateType.AVG,0.05,"('differentiele telling automatisch', 'leukocyten tellen elektronisch')",0.0012273906398320743
Hospital,AggregateType.AVG,0.05,"('trombocyten tellen - elektronisch', 'trombotest')",1.1354722872872067
Hospital,AggregateType.AVG,0.05,"('trombotest', 'crp c-reactief proteine')",2.8638111991387505
Hospital,AggregateType.AVG,0.05,"('crp c-reactief proteine', 'ordertarief')",0.010719766856868537
Hospital,AggregateType.AVG,0.05,"('ordertarief', '190205 klasse 3b        a205')",0.0074248034942730095
Hospital,AggregateType.AVG,0.05,"('ligdagen - alle spec.beh.kinderg.-reval.', '190205 klasse 3b        a205')",0.0005575081457461441
Hospital,AggregateType.AVG,0.05,"('aanname laboratoriumonderzoek', 'trombotest')",0.2946824998605645
Hospital,AggregateType.AVG,0.05,"('trombotest', 'ordertarief')",0.02872951494599033
Hospital,AggregateType.AVG,0.05,"('ligdagen - alle spec.beh.kinderg.-reval.', '190021 klinische opname a002')",0.0030931498784833185
Hospital,AggregateType.AVG,0.05,"('190021 klinische opname a002', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.023965349804715323
Hospital,AggregateType.AVG,0.05,"('ligdagen - alle spec.beh.kinderg.-reval.', 'brachytherapie - interstitieel - intensi')",0.08382869446139576
Hospital,AggregateType.AVG,0.05,"('brachytherapie - interstitieel - intensi', '190205 klasse 3b        a205')",0.09498124136554244
Hospital,AggregateType.AVG,0.05,"('190205 klasse 3b        a205', 'aanname laboratoriumonderzoek')",0.020630921510201853
Hospital,AggregateType.AVG,0.05,"('aanname laboratoriumonderzoek', 'bacteriologisch onderzoek met kweek -nie')",0.013691365986493958
Hospital,AggregateType.AVG,0.05,"('hepatitis-b surface antigeen confirmatie', 'ordertarief')",0.035741263989388386
Hospital,AggregateType.AVG,0.05,"('inwend.geneesk.  korte kaart kosten-out', '1e consult poliklinisch')",0.12157688156108293
Hospital,AggregateType.AVG,0.05,"('verlosk.-gynaec. korte kaart kosten-out', 'vervolgconsult poliklinisch')",0.7403893042104035
Hospital,AggregateType.AVG,0.05,"('vervolgconsult poliklinisch', 'administratief tarief       - eerste pol')",0.005122558314895395
Hospital,AggregateType.AVG,0.05,"('administratief tarief       - eerste pol', 'vervolgconsult poliklinisch')",0.014996607601379408
Hospital,AggregateType.AVG,0.05,"('vervolgconsult poliklinisch', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.008088058059710862
