dataset,aggregate_type,delta,edge,APE_freq
Sepsis,AggregateType.AVG,0.2,"('ER Registration', 'Leucocytes')",0.028209311360709102
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'CRP')",0.0007637133185478825
Sepsis,AggregateType.AVG,0.2,"('CRP', 'LacticAcid')",6.698918350532433e-05
Sepsis,AggregateType.AVG,0.2,"('LacticAcid', 'ER Triage')",0.07672428916602556
Sepsis,AggregateType.AVG,0.2,"('ER Triage', 'ER Sepsis Triage')",0.00026685540700913086
Sepsis,AggregateType.AVG,0.2,"('ER Sepsis Triage', 'IV Liquid')",0.0005210339954316081
Sepsis,AggregateType.AVG,0.2,"('IV Liquid', 'IV Antibiotics')",0.0033741342948796537
Sepsis,AggregateType.AVG,0.2,"('IV Antibiotics', 'Admission NC')",0.00304193777674602
Sepsis,AggregateType.AVG,0.2,"('Admission NC', 'CRP')",0.002394203580097333
Sepsis,AggregateType.AVG,0.2,"('CRP', 'Leucocytes')",0.0009152959409736899
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'Leucocytes')",0.002588346563607891
Sepsis,AggregateType.AVG,0.2,"('CRP', 'CRP')",0.004085396306524674
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'Release A')",0.004462280968649818
Sepsis,AggregateType.AVG,0.2,"('ER Registration', 'ER Triage')",0.0022241392373802973
Sepsis,AggregateType.AVG,0.2,"('ER Triage', 'CRP')",0.02808999270803092
Sepsis,AggregateType.AVG,0.2,"('LacticAcid', 'Leucocytes')",0.001298625015807471
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'ER Sepsis Triage')",0.0105178631234468
Sepsis,AggregateType.AVG,0.2,"('CRP', 'Release A')",0.010927729586204443
Sepsis,AggregateType.AVG,0.2,"('ER Sepsis Triage', 'Leucocytes')",0.004205214871948087
Sepsis,AggregateType.AVG,0.2,"('CRP', 'IV Liquid')",0.0008121243594725225
Sepsis,AggregateType.AVG,0.2,"('Admission NC', 'Admission NC')",0.0022503355071796707
Sepsis,AggregateType.AVG,0.2,"('Admission NC', 'Leucocytes')",0.003163292870343433
Sepsis,AggregateType.AVG,0.2,"('ER Sepsis Triage', 'CRP')",0.006781996052963812
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'IV Liquid')",0.003116147168222037
Sepsis,AggregateType.AVG,0.2,"('Release A', 'Return ER')",0.0003634053050802777
Sepsis,AggregateType.AVG,0.2,"('IV Liquid', 'CRP')",0.05251815498223082
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'LacticAcid')",0.00011073817569893791
Sepsis,AggregateType.AVG,0.2,"('LacticAcid', 'IV Antibiotics')",0.011151785575400915
Sepsis,AggregateType.AVG,0.2,"('IV Antibiotics', 'IV Liquid')",0.0023729413583880622
Sepsis,AggregateType.AVG,0.2,"('IV Liquid', 'Admission NC')",0.011565499957063761
Sepsis,AggregateType.AVG,0.2,"('Admission NC', 'Release A')",0.0065531746847181955
Sepsis,AggregateType.AVG,0.2,"('IV Antibiotics', 'LacticAcid')",0.036140476164741794
Sepsis,AggregateType.AVG,0.2,"('LacticAcid', 'CRP')",0.0017258798573711355
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'Admission NC')",0.005382811103203081
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'Admission IC')",0.13122515413055366
Sepsis,AggregateType.AVG,0.2,"('Admission IC', 'Admission NC')",0.03635874015249385
Sepsis,AggregateType.AVG,0.2,"('CRP', 'Admission NC')",0.004868927454121098
Sepsis,AggregateType.AVG,0.2,"('Admission NC', 'Release B')",0.006458577783954415
Sepsis,AggregateType.AVG,0.2,"('ER Sepsis Triage', 'IV Antibiotics')",0.03114799974807525
Sepsis,AggregateType.AVG,0.2,"('IV Antibiotics', 'Leucocytes')",0.013132397725817615
Sepsis,AggregateType.AVG,0.2,"('LacticAcid', 'Admission NC')",0.03528530401135815
Sepsis,AggregateType.AVG,0.2,"('LacticAcid', 'IV Liquid')",0.012981321384112865
Sepsis,AggregateType.AVG,0.2,"('ER Sepsis Triage', 'LacticAcid')",0.017914254385351838
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'IV Antibiotics')",0.02562755652612471
Sepsis,AggregateType.AVG,0.2,"('Admission NC', 'IV Liquid')",0.16173842150536497
Sepsis,AggregateType.AVG,0.2,"('IV Antibiotics', 'CRP')",0.0546031858594338
Sepsis,AggregateType.AVG,0.2,"('Admission NC', 'Admission IC')",0.003519853729962286
Sepsis,AggregateType.AVG,0.2,"('Admission IC', 'LacticAcid')",0.03653430298395291
Sepsis,AggregateType.AVG,0.2,"('CRP', 'Release B')",0.07573720783512435
Sepsis,AggregateType.AVG,0.2,"('IV Liquid', 'Leucocytes')",0.019978531734376113
Sepsis,AggregateType.AVG,0.2,"('CRP', 'IV Antibiotics')",0.02647154219385372
Sepsis,AggregateType.AVG,0.2,"('IV Antibiotics', 'Admission IC')",0.018411092952964603
Sepsis,AggregateType.AVG,0.2,"('LacticAcid', 'LacticAcid')",0.013608099226511607
Sepsis,AggregateType.AVG,0.2,"('IV Liquid', 'LacticAcid')",0.047657339968313214
Sepsis,AggregateType.AVG,0.2,"('ER Triage', 'Leucocytes')",0.013535158204627251
Sepsis,AggregateType.AVG,0.2,"('LacticAcid', 'ER Sepsis Triage')",0.028383042198778054
Sepsis,AggregateType.AVG,0.2,"('CRP', 'Admission IC')",0.05930382105922948
Sepsis,AggregateType.AVG,0.2,"('CRP', 'Release C')",0.11127531820928546
Sepsis,AggregateType.AVG,0.2,"('ER Sepsis Triage', 'Admission NC')",0.021928679354742842
Sepsis,AggregateType.AVG,0.2,"('IV Liquid', 'ER Registration')",0.003651024252231139
Sepsis,AggregateType.AVG,0.2,"('ER Registration', 'ER Sepsis Triage')",0.007034261828287602
Sepsis,AggregateType.AVG,0.2,"('IV Antibiotics', 'ER Triage')",0.11500831619938372
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'Release C')",0.14563410120631737
Sepsis,AggregateType.AVG,0.2,"('Leucocytes', 'Release D')",0.057134157251644654
Sepsis,AggregateType.AVG,0.2,"('Admission NC', 'LacticAcid')",0.0013700793657219397
Sepsis,AggregateType.AVG,0.2,"('LacticAcid', 'Release A')",0.28768173582889833
Sepsis,AggregateType.AVG,0.2,"('CRP', 'ER Triage')",0.06645460957955285
Sepsis,AggregateType.AVG,0.2,"('ER Triage', 'LacticAcid')",0.014341081297131783
