dataset,aggregate_type,delta,edge,APE_freq
Hospital,AggregateType.AVG,0.7,"('1e consult poliklinisch', 'administratief tarief       - eerste pol')",0.0008020366812128352
Hospital,AggregateType.AVG,0.7,"('administratief tarief       - eerste pol', 'verlosk.-gynaec. korte kaart kosten-out')",0.027295209700263
Hospital,AggregateType.AVG,0.7,"('verlosk.-gynaec. korte kaart kosten-out', 'echografie  - genitalia interna')",0.016457406040735024
Hospital,AggregateType.AVG,0.7,"('echografie  - genitalia interna', '1e consult poliklinisch')",0.0167041323241659
Hospital,AggregateType.AVG,0.7,"('administratief tarief       - eerste pol', 'simulator - gebruik voor aanvang megavol')",0.003869465044733862
Hospital,AggregateType.AVG,0.7,"('simulator - gebruik voor aanvang megavol', 'behandeltijd - eenheid t3 - megavolt')",0.006812758321938294
Hospital,AggregateType.AVG,0.7,"('behandeltijd - eenheid t3 - megavolt', 'teletherapie - megavolt fotonen bestrali')",0.0006994319550942025
Hospital,AggregateType.AVG,0.7,"('teletherapie - megavolt fotonen bestrali', 'aanname laboratoriumonderzoek')",0.00185917122755433
Hospital,AggregateType.AVG,0.7,"('aanname laboratoriumonderzoek', 'aanname laboratoriumonderzoek')",8.035802701390003e-06
Hospital,AggregateType.AVG,0.7,"('aanname laboratoriumonderzoek', 'ureum')",0.0014186171625565685
Hospital,AggregateType.AVG,0.7,"('ureum', 'hemoglobine foto-elektrisch')",0.00014371783898719622
Hospital,AggregateType.AVG,0.7,"('hemoglobine foto-elektrisch', 'creatinine')",6.5291154412378175e-06
Hospital,AggregateType.AVG,0.7,"('creatinine', 'natrium vlamfotometrisch')",1.1099455032491367e-05
Hospital,AggregateType.AVG,0.7,"('natrium vlamfotometrisch', 'kalium potentiometrisch')",0.00010562437111140691
Hospital,AggregateType.AVG,0.7,"('kalium potentiometrisch', 'leukocyten tellen elektronisch')",0.0024150501473576913
Hospital,AggregateType.AVG,0.7,"('leukocyten tellen elektronisch', 'trombocyten tellen - elektronisch')",7.986242870701256e-05
Hospital,AggregateType.AVG,0.7,"('trombocyten tellen - elektronisch', 'ordertarief')",0.00012520906382060222
Hospital,AggregateType.AVG,0.7,"('ordertarief', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.00778449233865085
Hospital,AggregateType.AVG,0.7,"('ligdagen - alle spec.beh.kinderg.-reval.', 'aanname laboratoriumonderzoek')",1.8732235071718553e-05
Hospital,AggregateType.AVG,0.7,"('aanname laboratoriumonderzoek', 'sediment - spoed')",0.001110593188394559
Hospital,AggregateType.AVG,0.7,"('sediment - spoed', 'bacteriologisch onderzoek met kweek -nie')",0.0013588536922973266
Hospital,AggregateType.AVG,0.7,"('bacteriologisch onderzoek met kweek -nie', 'bacteriologisch onderzoek met kweek -nie')",4.880660601788565e-05
Hospital,AggregateType.AVG,0.7,"('bacteriologisch onderzoek met kweek -nie', 'resistentiebepalingen - 5 bepalingen')",0.00027658128419042274
Hospital,AggregateType.AVG,0.7,"('resistentiebepalingen - 5 bepalingen', 'resistentiebepalingen - 5 bepalingen')",0.002172022366376881
Hospital,AggregateType.AVG,0.7,"('resistentiebepalingen - 5 bepalingen', 'hepatitis-b surface antigeen confirmatie')",0.0008602258216338909
Hospital,AggregateType.AVG,0.7,"('hepatitis-b surface antigeen confirmatie', 'hepatitis-b surface antigeen confirmatie')",0.0003021479113804514
Hospital,AggregateType.AVG,0.7,"('hepatitis-b surface antigeen confirmatie', 'urine onderzoek - kwalitatief')",0.00651243286491205
Hospital,AggregateType.AVG,0.7,"('urine onderzoek - kwalitatief', 'ordertarief')",0.000127054378607538
Hospital,AggregateType.AVG,0.7,"('ordertarief', '190021 klinische opname a002')",8.716939654961578e-05
Hospital,AggregateType.AVG,0.7,"('190021 klinische opname a002', '190205 klasse 3b        a205')",0.00011683428266066853
Hospital,AggregateType.AVG,0.7,"('190205 klasse 3b        a205', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.0002760380573794969
Hospital,AggregateType.AVG,0.7,"('kalium potentiometrisch', 'sgot - asat kinetisch')",5.393611035462241e-05
Hospital,AggregateType.AVG,0.7,"('sgot - asat kinetisch', 'sgpt - alat kinetisch')",5.828732774361703e-05
Hospital,AggregateType.AVG,0.7,"('sgpt - alat kinetisch', 'melkzuurdehydrogenase -ldh- kinetisch')",0.00014230988494783346
Hospital,AggregateType.AVG,0.7,"('melkzuurdehydrogenase -ldh- kinetisch', 'differentiele telling automatisch')",2.2767736673470344e-05
Hospital,AggregateType.AVG,0.7,"('differentiele telling automatisch', 'leukocyten tellen elektronisch')",1.9874860221363237e-05
Hospital,AggregateType.AVG,0.7,"('trombocyten tellen - elektronisch', 'trombotest')",0.020734340301071796
Hospital,AggregateType.AVG,0.7,"('trombotest', 'crp c-reactief proteine')",0.03344389988443049
Hospital,AggregateType.AVG,0.7,"('crp c-reactief proteine', 'ordertarief')",0.00031102672666443343
Hospital,AggregateType.AVG,0.7,"('ordertarief', '190205 klasse 3b        a205')",2.6484561539820135e-05
Hospital,AggregateType.AVG,0.7,"('ligdagen - alle spec.beh.kinderg.-reval.', '190205 klasse 3b        a205')",4.775524143112383e-05
