dataset,aggregate_type,delta,edge,APE_freq
Hospital,AggregateType.AVG,0.6,"('1e consult poliklinisch', 'administratief tarief       - eerste pol')",1.0692580571869245e-05
Hospital,AggregateType.AVG,0.6,"('administratief tarief       - eerste pol', 'verlosk.-gynaec. korte kaart kosten-out')",0.00931163476807395
Hospital,AggregateType.AVG,0.6,"('verlosk.-gynaec. korte kaart kosten-out', 'echografie  - genitalia interna')",0.006814937794747599
Hospital,AggregateType.AVG,0.6,"('echografie  - genitalia interna', '1e consult poliklinisch')",0.05104618716483578
Hospital,AggregateType.AVG,0.6,"('administratief tarief       - eerste pol', 'simulator - gebruik voor aanvang megavol')",0.012158001257896059
Hospital,AggregateType.AVG,0.6,"('simulator - gebruik voor aanvang megavol', 'behandeltijd - eenheid t3 - megavolt')",0.00910424978650649
Hospital,AggregateType.AVG,0.6,"('behandeltijd - eenheid t3 - megavolt', 'teletherapie - megavolt fotonen bestrali')",0.0028168621412884417
Hospital,AggregateType.AVG,0.6,"('teletherapie - megavolt fotonen bestrali', 'aanname laboratoriumonderzoek')",0.04006720532769376
Hospital,AggregateType.AVG,0.6,"('aanname laboratoriumonderzoek', 'aanname laboratoriumonderzoek')",7.000612070125468e-06
Hospital,AggregateType.AVG,0.6,"('aanname laboratoriumonderzoek', 'ureum')",0.0010030802751905276
Hospital,AggregateType.AVG,0.6,"('ureum', 'hemoglobine foto-elektrisch')",0.00012072561403413859
Hospital,AggregateType.AVG,0.6,"('hemoglobine foto-elektrisch', 'creatinine')",4.067847751678982e-05
Hospital,AggregateType.AVG,0.6,"('creatinine', 'natrium vlamfotometrisch')",9.192364400214286e-06
Hospital,AggregateType.AVG,0.6,"('natrium vlamfotometrisch', 'kalium potentiometrisch')",5.322833914078728e-06
Hospital,AggregateType.AVG,0.6,"('kalium potentiometrisch', 'leukocyten tellen elektronisch')",0.00038441124100935936
Hospital,AggregateType.AVG,0.6,"('leukocyten tellen elektronisch', 'trombocyten tellen - elektronisch')",7.80487841639759e-06
Hospital,AggregateType.AVG,0.6,"('trombocyten tellen - elektronisch', 'ordertarief')",9.499646095602099e-05
Hospital,AggregateType.AVG,0.6,"('ordertarief', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.0017849047276370066
Hospital,AggregateType.AVG,0.6,"('ligdagen - alle spec.beh.kinderg.-reval.', 'aanname laboratoriumonderzoek')",0.0001241975065499125
Hospital,AggregateType.AVG,0.6,"('aanname laboratoriumonderzoek', 'sediment - spoed')",0.001030624857018949
Hospital,AggregateType.AVG,0.6,"('sediment - spoed', 'bacteriologisch onderzoek met kweek -nie')",0.0012109164258438461
Hospital,AggregateType.AVG,0.6,"('bacteriologisch onderzoek met kweek -nie', 'bacteriologisch onderzoek met kweek -nie')",5.153743468733115e-05
Hospital,AggregateType.AVG,0.6,"('bacteriologisch onderzoek met kweek -nie', 'resistentiebepalingen - 5 bepalingen')",0.0006056535102883068
Hospital,AggregateType.AVG,0.6,"('resistentiebepalingen - 5 bepalingen', 'resistentiebepalingen - 5 bepalingen')",0.0011205403575134012
Hospital,AggregateType.AVG,0.6,"('resistentiebepalingen - 5 bepalingen', 'hepatitis-b surface antigeen confirmatie')",0.009092994617074067
Hospital,AggregateType.AVG,0.6,"('hepatitis-b surface antigeen confirmatie', 'hepatitis-b surface antigeen confirmatie')",0.003203069550500124
Hospital,AggregateType.AVG,0.6,"('hepatitis-b surface antigeen confirmatie', 'urine onderzoek - kwalitatief')",0.0045205249215830474
Hospital,AggregateType.AVG,0.6,"('urine onderzoek - kwalitatief', 'ordertarief')",0.000539236438387449
Hospital,AggregateType.AVG,0.6,"('ordertarief', '190021 klinische opname a002')",0.0006007400883050039
Hospital,AggregateType.AVG,0.6,"('190021 klinische opname a002', '190205 klasse 3b        a205')",0.00023418960836599345
Hospital,AggregateType.AVG,0.6,"('190205 klasse 3b        a205', 'ligdagen - alle spec.beh.kinderg.-reval.')",3.888107082395865e-05
Hospital,AggregateType.AVG,0.6,"('kalium potentiometrisch', 'sgot - asat kinetisch')",0.0007929159263778912
Hospital,AggregateType.AVG,0.6,"('sgot - asat kinetisch', 'sgpt - alat kinetisch')",4.011831300337883e-05
Hospital,AggregateType.AVG,0.6,"('sgpt - alat kinetisch', 'melkzuurdehydrogenase -ldh- kinetisch')",0.00011546305762527464
Hospital,AggregateType.AVG,0.6,"('melkzuurdehydrogenase -ldh- kinetisch', 'differentiele telling automatisch')",0.00018309774102587883
Hospital,AggregateType.AVG,0.6,"('differentiele telling automatisch', 'leukocyten tellen elektronisch')",3.8520284652338115e-05
Hospital,AggregateType.AVG,0.6,"('trombocyten tellen - elektronisch', 'trombotest')",0.02643172226583183
Hospital,AggregateType.AVG,0.6,"('trombotest', 'crp c-reactief proteine')",0.023476387418923217
Hospital,AggregateType.AVG,0.6,"('crp c-reactief proteine', 'ordertarief')",0.0007508350847390855
Hospital,AggregateType.AVG,0.6,"('ordertarief', '190205 klasse 3b        a205')",0.0001421756039329419
Hospital,AggregateType.AVG,0.6,"('ligdagen - alle spec.beh.kinderg.-reval.', '190205 klasse 3b        a205')",3.857886500098199e-05
Hospital,AggregateType.AVG,0.6,"('aanname laboratoriumonderzoek', 'trombotest')",0.03456324829605764
