dataset,aggregate_type,delta,edge,APE_freq
Hospital,AggregateType.AVG,0.8,"('1e consult poliklinisch', 'administratief tarief       - eerste pol')",0.0007978189757381776
Hospital,AggregateType.AVG,0.8,"('administratief tarief       - eerste pol', 'verlosk.-gynaec. korte kaart kosten-out')",0.30302452400118374
Hospital,AggregateType.AVG,0.8,"('verlosk.-gynaec. korte kaart kosten-out', 'echografie  - genitalia interna')",0.0047706203875524265
Hospital,AggregateType.AVG,0.8,"('echografie  - genitalia interna', '1e consult poliklinisch')",0.03590384923759826
Hospital,AggregateType.AVG,0.8,"('administratief tarief       - eerste pol', 'simulator - gebruik voor aanvang megavol')",0.0015615128270502327
Hospital,AggregateType.AVG,0.8,"('simulator - gebruik voor aanvang megavol', 'behandeltijd - eenheid t3 - megavolt')",0.01242430873151612
Hospital,AggregateType.AVG,0.8,"('behandeltijd - eenheid t3 - megavolt', 'teletherapie - megavolt fotonen bestrali')",0.0016448049067508503
Hospital,AggregateType.AVG,0.8,"('teletherapie - megavolt fotonen bestrali', 'aanname laboratoriumonderzoek')",7.565524628956889e-05
Hospital,AggregateType.AVG,0.8,"('aanname laboratoriumonderzoek', 'aanname laboratoriumonderzoek')",4.26505621713828e-05
Hospital,AggregateType.AVG,0.8,"('aanname laboratoriumonderzoek', 'ureum')",0.00010649070400548579
Hospital,AggregateType.AVG,0.8,"('ureum', 'hemoglobine foto-elektrisch')",5.978974190109294e-05
Hospital,AggregateType.AVG,0.8,"('hemoglobine foto-elektrisch', 'creatinine')",1.3545354475228838e-05
Hospital,AggregateType.AVG,0.8,"('creatinine', 'natrium vlamfotometrisch')",4.271309281025748e-05
Hospital,AggregateType.AVG,0.8,"('natrium vlamfotometrisch', 'kalium potentiometrisch')",7.61019278520273e-06
Hospital,AggregateType.AVG,0.8,"('kalium potentiometrisch', 'leukocyten tellen elektronisch')",0.0013547447365720247
Hospital,AggregateType.AVG,0.8,"('leukocyten tellen elektronisch', 'trombocyten tellen - elektronisch')",7.250315581479349e-05
Hospital,AggregateType.AVG,0.8,"('trombocyten tellen - elektronisch', 'ordertarief')",3.180381134638808e-05
Hospital,AggregateType.AVG,0.8,"('ordertarief', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.0004755429931049333
Hospital,AggregateType.AVG,0.8,"('ligdagen - alle spec.beh.kinderg.-reval.', 'aanname laboratoriumonderzoek')",4.9884638655315473e-05
Hospital,AggregateType.AVG,0.8,"('aanname laboratoriumonderzoek', 'sediment - spoed')",0.00392121683403808
Hospital,AggregateType.AVG,0.8,"('sediment - spoed', 'bacteriologisch onderzoek met kweek -nie')",0.000646686277330806
Hospital,AggregateType.AVG,0.8,"('bacteriologisch onderzoek met kweek -nie', 'bacteriologisch onderzoek met kweek -nie')",0.0011674174374086198
Hospital,AggregateType.AVG,0.8,"('bacteriologisch onderzoek met kweek -nie', 'resistentiebepalingen - 5 bepalingen')",0.0027199973471471214
Hospital,AggregateType.AVG,0.8,"('resistentiebepalingen - 5 bepalingen', 'resistentiebepalingen - 5 bepalingen')",0.0008180860870511832
Hospital,AggregateType.AVG,0.8,"('resistentiebepalingen - 5 bepalingen', 'hepatitis-b surface antigeen confirmatie')",0.00041776252068776614
Hospital,AggregateType.AVG,0.8,"('hepatitis-b surface antigeen confirmatie', 'hepatitis-b surface antigeen confirmatie')",0.001933704986806932
Hospital,AggregateType.AVG,0.8,"('hepatitis-b surface antigeen confirmatie', 'urine onderzoek - kwalitatief')",0.000708950337010283
Hospital,AggregateType.AVG,0.8,"('urine onderzoek - kwalitatief', 'ordertarief')",0.00032613733326430954
Hospital,AggregateType.AVG,0.8,"('ordertarief', '190021 klinische opname a002')",0.0004188607351284966
Hospital,AggregateType.AVG,0.8,"('190021 klinische opname a002', '190205 klasse 3b        a205')",4.853742860011179e-05
Hospital,AggregateType.AVG,0.8,"('190205 klasse 3b        a205', 'ligdagen - alle spec.beh.kinderg.-reval.')",4.001956996374413e-05
Hospital,AggregateType.AVG,0.8,"('kalium potentiometrisch', 'sgot - asat kinetisch')",0.0001351011891320202
Hospital,AggregateType.AVG,0.8,"('sgot - asat kinetisch', 'sgpt - alat kinetisch')",9.42708000743218e-05
Hospital,AggregateType.AVG,0.8,"('sgpt - alat kinetisch', 'melkzuurdehydrogenase -ldh- kinetisch')",5.5824858498053625e-05
Hospital,AggregateType.AVG,0.8,"('melkzuurdehydrogenase -ldh- kinetisch', 'differentiele telling automatisch')",0.0026535007395082693
Hospital,AggregateType.AVG,0.8,"('differentiele telling automatisch', 'leukocyten tellen elektronisch')",8.85157128447199e-05
Hospital,AggregateType.AVG,0.8,"('trombocyten tellen - elektronisch', 'trombotest')",0.01773617645745122
Hospital,AggregateType.AVG,0.8,"('trombotest', 'crp c-reactief proteine')",0.21333967702492687
Hospital,AggregateType.AVG,0.8,"('crp c-reactief proteine', 'ordertarief')",0.00041979998876175183
Hospital,AggregateType.AVG,0.8,"('ordertarief', '190205 klasse 3b        a205')",0.00023465482582951197
Hospital,AggregateType.AVG,0.8,"('ligdagen - alle spec.beh.kinderg.-reval.', '190205 klasse 3b        a205')",2.2508452137468655e-05
Hospital,AggregateType.AVG,0.8,"('aanname laboratoriumonderzoek', 'trombotest')",0.012255850928722525
Hospital,AggregateType.AVG,0.8,"('trombotest', 'ordertarief')",0.00037913634636435996
Hospital,AggregateType.AVG,0.8,"('ligdagen - alle spec.beh.kinderg.-reval.', '190021 klinische opname a002')",0.00019387214831984888
Hospital,AggregateType.AVG,0.8,"('190021 klinische opname a002', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.0005081136613652558
Hospital,AggregateType.AVG,0.8,"('ligdagen - alle spec.beh.kinderg.-reval.', 'brachytherapie - interstitieel - intensi')",0.0010947052347274103
Hospital,AggregateType.AVG,0.8,"('brachytherapie - interstitieel - intensi', '190205 klasse 3b        a205')",0.0037448178592538895
Hospital,AggregateType.AVG,0.8,"('190205 klasse 3b        a205', 'aanname laboratoriumonderzoek')",0.00014807454170496525
Hospital,AggregateType.AVG,0.8,"('aanname laboratoriumonderzoek', 'bacteriologisch onderzoek met kweek -nie')",0.0048385252502915685
Hospital,AggregateType.AVG,0.8,"('hepatitis-b surface antigeen confirmatie', 'ordertarief')",0.002128747826655117
Hospital,AggregateType.AVG,0.8,"('inwend.geneesk.  korte kaart kosten-out', '1e consult poliklinisch')",0.0006626439875488188
Hospital,AggregateType.AVG,0.8,"('verlosk.-gynaec. korte kaart kosten-out', 'vervolgconsult poliklinisch')",0.005318903793271046
Hospital,AggregateType.AVG,0.8,"('vervolgconsult poliklinisch', 'administratief tarief       - eerste pol')",1.706221706291388e-05
Hospital,AggregateType.AVG,0.8,"('administratief tarief       - eerste pol', 'vervolgconsult poliklinisch')",6.0346704170522515e-06
Hospital,AggregateType.AVG,0.8,"('vervolgconsult poliklinisch', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.0001349148105046453
Hospital,AggregateType.AVG,0.8,"('aanname laboratoriumonderzoek', 'creatinine - spoed')",0.0022418373950189676
Hospital,AggregateType.AVG,0.8,"('creatinine - spoed', 'ijzer')",0.10740928055676036
Hospital,AggregateType.AVG,0.8,"('ijzer', 'natrium - vlamfotometrisch - spoed')",0.009432164378167851
Hospital,AggregateType.AVG,0.8,"('natrium - vlamfotometrisch - spoed', 'kalium vlamfotometrisch - spoed')",3.1414784469893526e-05
Hospital,AggregateType.AVG,0.8,"('kalium vlamfotometrisch - spoed', 'foliumzuur mbv radioisotopen')",0.029343430794499525
Hospital,AggregateType.AVG,0.8,"('foliumzuur mbv radioisotopen', 'vitamine b12 mbv chemieluminescentie')",5.604128275589204e-05
Hospital,AggregateType.AVG,0.8,"('vitamine b12 mbv chemieluminescentie', 'bloedgroep abo en rhesusfactor')",0.3319546105855997
Hospital,AggregateType.AVG,0.8,"('bloedgroep abo en rhesusfactor', 'rhesusfactor d - centrifugeermethode - e')",0.0001060134815992034
Hospital,AggregateType.AVG,0.8,"('rhesusfactor d - centrifugeermethode - e', 'differentiele telling automatisch')",0.000928901422913429
Hospital,AggregateType.AVG,0.8,"('differentiele telling automatisch', 'haemoglobine foto-electrisch - spoed')",3.751248961281009e-05
Hospital,AggregateType.AVG,0.8,"('haemoglobine foto-electrisch - spoed', 'trombocyten tellen - spoed')",0.0003646462104881854
Hospital,AggregateType.AVG,0.8,"('trombocyten tellen - spoed', 'reticulocyten tellen mbv facscan')",0.012671649999281312
Hospital,AggregateType.AVG,0.8,"('reticulocyten tellen mbv facscan', 'cde fenotypering')",0.571579826350711
Hospital,AggregateType.AVG,0.8,"('cde fenotypering', 'bloedgroepantigenen andere dan abo-rhesu')",0.0006206579995760211
Hospital,AggregateType.AVG,0.8,"('bloedgroepantigenen andere dan abo-rhesu', 'kruisproef volledig -drie methoden-')",0.005099617484016436
Hospital,AggregateType.AVG,0.8,"('kruisproef volledig -drie methoden-', 'kruisproef volledig -drie methoden-')",0.00024100351375817142
Hospital,AggregateType.AVG,0.8,"('kruisproef volledig -drie methoden-', 'trombotest')",0.19710794282743982
Hospital,AggregateType.AVG,0.8,"('trombotest', 'leucocyten tellen -electronisch- spoed')",0.01905254187131315
Hospital,AggregateType.AVG,0.8,"('leucocyten tellen -electronisch- spoed', 'crp c-reactief proteine - spoed')",0.005960259951222164
Hospital,AggregateType.AVG,0.8,"('crp c-reactief proteine - spoed', 'screening antistoffen erytrocyten')",0.005120593405792444
Hospital,AggregateType.AVG,0.8,"('screening antistoffen erytrocyten', 'transferrine mbv ics')",0.0051140240143639675
Hospital,AggregateType.AVG,0.8,"('transferrine mbv ics', 'ordertarief')",0.005800885903743354
Hospital,AggregateType.AVG,0.8,"('190205 klasse 3b        a205', '190101 bovenreg.toesl.  a101')",1.198909949813263e-05
Hospital,AggregateType.AVG,0.8,"('190101 bovenreg.toesl.  a101', 'gefiltreerd erytrocytenconcentraat')",0.00017108350002854254
Hospital,AggregateType.AVG,0.8,"('gefiltreerd erytrocytenconcentraat', 'gefiltreerd erytrocytenconcentraat')",0.001185910173306627
Hospital,AggregateType.AVG,0.8,"('gefiltreerd erytrocytenconcentraat', 'ligdagen - alle spec.beh.kinderg.-reval.')",1.951120979007854e-05
Hospital,AggregateType.AVG,0.8,"('ligdagen - alle spec.beh.kinderg.-reval.', 'kruisproef volledig -drie methoden-')",0.033334433917955125
Hospital,AggregateType.AVG,0.8,"('kruisproef volledig -drie methoden-', 'echo nieren-urinewegen')",0.29939983954626226
Hospital,AggregateType.AVG,0.8,"('echo nieren-urinewegen', 'interc.consult klinisch  anesthesie')",0.10063013065222348
Hospital,AggregateType.AVG,0.8,"('interc.consult klinisch  anesthesie', '190205 klasse 3b        a205')",0.001742103326257782
Hospital,AggregateType.AVG,0.8,"('gefiltreerd erytrocytenconcentraat', 'aanname laboratoriumonderzoek')",0.0013349933556977504
Hospital,AggregateType.AVG,0.8,"('aanname laboratoriumonderzoek', 'ureum - spoed')",0.0018324998838319395
Hospital,AggregateType.AVG,0.8,"('ureum - spoed', 'creatinine - spoed')",0.0015378661108285169
Hospital,AggregateType.AVG,0.8,"('creatinine - spoed', 'natrium - vlamfotometrisch - spoed')",0.000493916878192892
Hospital,AggregateType.AVG,0.8,"('kalium vlamfotometrisch - spoed', 'differentiele telling automatisch')",0.001193867527806691
Hospital,AggregateType.AVG,0.8,"('trombocyten tellen - spoed', 'trombotest')",0.0033252544913981996
Hospital,AggregateType.AVG,0.8,"('leucocyten tellen -electronisch- spoed', 'ordertarief')",0.00035269343353404477
Hospital,AggregateType.AVG,0.8,"('ordertarief', 'vervolgconsult poliklinisch')",4.558663636942891e-05
Hospital,AggregateType.AVG,0.8,"('bacteriologisch onderzoek met kweek -nie', 'leucocyten tellen -electronisch- spoed')",0.06269755822289214
Hospital,AggregateType.AVG,0.8,"('crp c-reactief proteine - spoed', 'ordertarief')",0.0016820491532476872
Hospital,AggregateType.AVG,0.8,"('ordertarief', 'ordertarief')",0.0002861351126273685
Hospital,AggregateType.AVG,0.8,"('190101 bovenreg.toesl.  a101', 'ligdagen - alle spec.beh.kinderg.-reval.')",2.2802089117880426e-05
Hospital,AggregateType.AVG,0.8,"('190101 bovenreg.toesl.  a101', 'aanname laboratoriumonderzoek')",0.0002424741420638724
Hospital,AggregateType.AVG,0.8,"('kalium vlamfotometrisch - spoed', 'sgpt alat kinetisch - spoed')",0.0010993661085635035
Hospital,AggregateType.AVG,0.8,"('sgpt alat kinetisch - spoed', 'sgot asat kinetisch - spoed')",0.0031702671045853287
Hospital,AggregateType.AVG,0.8,"('sgot asat kinetisch - spoed', 'differentiele telling automatisch')",0.0010194175897432463
Hospital,AggregateType.AVG,0.8,"('trombocyten tellen - spoed', 'international normalised ratio mbv tromb')",0.0011902514684279148
Hospital,AggregateType.AVG,0.8,"('international normalised ratio mbv tromb', 'leucocyten tellen -electronisch- spoed')",0.016308346575309836
Hospital,AggregateType.AVG,0.8,"('ordertarief', 'dagverpleging - alle spec.beh.kind.-rev.')",0.008645261280611676
Hospital,AggregateType.AVG,0.8,"('dagverpleging - alle spec.beh.kind.-rev.', '190035 dagverpleging    a007')",4.5880512463179505e-05
Hospital,AggregateType.AVG,0.8,"('190035 dagverpleging    a007', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.007588196859009557
Hospital,AggregateType.AVG,0.8,"('ureum - spoed', 'urinezuur met uricase u.v. spectrofotome')",0.007500410532259308
Hospital,AggregateType.AVG,0.8,"('urinezuur met uricase u.v. spectrofotome', 'creatinine - spoed')",0.009353593727292947
Hospital,AggregateType.AVG,0.8,"('sgpt alat kinetisch - spoed', 'melkzuur dehydrogenase - spoed')",0.0018520783665620997
Hospital,AggregateType.AVG,0.8,"('melkzuur dehydrogenase - spoed', 'sgot asat kinetisch - spoed')",0.0065125544965212254
Hospital,AggregateType.AVG,0.8,"('trombocyten tellen - spoed', 'leucocyten tellen -electronisch- spoed')",0.00019069248475706843
Hospital,AggregateType.AVG,0.8,"('sediment - spoed', 'ureum - spoed')",0.014415844746863193
Hospital,AggregateType.AVG,0.8,"('sgot asat kinetisch - spoed', 'bacteriologisch onderzoek met kweek -nie')",0.006713914729805382
Hospital,AggregateType.AVG,0.8,"('resistentiebepalingen - 5 bepalingen', 'bloedgroep abo en rhesusfactor')",0.004090552780890152
Hospital,AggregateType.AVG,0.8,"('trombocyten tellen - spoed', 'kruisproef volledig -drie methoden-')",0.0011919075911640067
Hospital,AggregateType.AVG,0.8,"('kruisproef volledig -drie methoden-', 'hepatitis-b surface antigeen confirmatie')",0.02708605413509794
Hospital,AggregateType.AVG,0.8,"('hepatitis-b surface antigeen confirmatie', 'leucocyten tellen -electronisch- spoed')",0.003301060303589976
Hospital,AggregateType.AVG,0.8,"('leucocyten tellen -electronisch- spoed', 'urine onderzoek - kwalitatief')",0.0003611190063538037
Hospital,AggregateType.AVG,0.8,"('urine onderzoek - kwalitatief', 'screening antistoffen erytrocyten')",0.0047039772162238746
Hospital,AggregateType.AVG,0.8,"('screening antistoffen erytrocyten', 'ordertarief')",5.30526957537232e-05
Hospital,AggregateType.AVG,0.8,"('ordertarief', 'echo abdomen')",0.032547825176418854
Hospital,AggregateType.AVG,0.8,"('echo abdomen', '190021 klinische opname a002')",0.1910804230513996
