dataset,aggregate_type,delta,edge,APE_time
Hospital,AggregateType.AVG,0.2,"('1e consult poliklinisch', 'administratief tarief       - eerste pol')",0.0
Hospital,AggregateType.AVG,0.2,"('administratief tarief       - eerste pol', 'verlosk.-gynaec. korte kaart kosten-out')",0.0006608597372868353
Hospital,AggregateType.AVG,0.2,"('verlosk.-gynaec. korte kaart kosten-out', 'echografie  - genitalia interna')",0.0
Hospital,AggregateType.AVG,0.2,"('echografie  - genitalia interna', '1e consult poliklinisch')",0.0
Hospital,AggregateType.AVG,0.2,"('administratief tarief       - eerste pol', 'simulator - gebruik voor aanvang megavol')",0.0021031775384911756
Hospital,AggregateType.AVG,0.2,"('simulator - gebruik voor aanvang megavol', 'behandeltijd - eenheid t3 - megavolt')",0.0003078015160327811
Hospital,AggregateType.AVG,0.2,"('behandeltijd - eenheid t3 - megavolt', 'teletherapie - megavolt fotonen bestrali')",0.0
Hospital,AggregateType.AVG,0.2,"('teletherapie - megavolt fotonen bestrali', 'aanname laboratoriumonderzoek')",0.0009989432270032972
Hospital,AggregateType.AVG,0.2,"('aanname laboratoriumonderzoek', 'aanname laboratoriumonderzoek')",0.0
Hospital,AggregateType.AVG,0.2,"('aanname laboratoriumonderzoek', 'ureum')",0.0
Hospital,AggregateType.AVG,0.2,"('ureum', 'hemoglobine foto-elektrisch')",0.0
Hospital,AggregateType.AVG,0.2,"('hemoglobine foto-elektrisch', 'creatinine')",0.0
Hospital,AggregateType.AVG,0.2,"('creatinine', 'natrium vlamfotometrisch')",0.0
Hospital,AggregateType.AVG,0.2,"('natrium vlamfotometrisch', 'kalium potentiometrisch')",0.0
Hospital,AggregateType.AVG,0.2,"('kalium potentiometrisch', 'leukocyten tellen elektronisch')",0.0
Hospital,AggregateType.AVG,0.2,"('leukocyten tellen elektronisch', 'trombocyten tellen - elektronisch')",0.0
Hospital,AggregateType.AVG,0.2,"('trombocyten tellen - elektronisch', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.2,"('ordertarief', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.0013652183453912046
Hospital,AggregateType.AVG,0.2,"('ligdagen - alle spec.beh.kinderg.-reval.', 'aanname laboratoriumonderzoek')",0.11070225722134508
Hospital,AggregateType.AVG,0.2,"('aanname laboratoriumonderzoek', 'sediment - spoed')",0.0
Hospital,AggregateType.AVG,0.2,"('sediment - spoed', 'bacteriologisch onderzoek met kweek -nie')",0.0
Hospital,AggregateType.AVG,0.2,"('bacteriologisch onderzoek met kweek -nie', 'bacteriologisch onderzoek met kweek -nie')",0.0
Hospital,AggregateType.AVG,0.2,"('bacteriologisch onderzoek met kweek -nie', 'resistentiebepalingen - 5 bepalingen')",0.0
Hospital,AggregateType.AVG,0.2,"('resistentiebepalingen - 5 bepalingen', 'resistentiebepalingen - 5 bepalingen')",0.0
Hospital,AggregateType.AVG,0.2,"('resistentiebepalingen - 5 bepalingen', 'hepatitis-b surface antigeen confirmatie')",0.0
Hospital,AggregateType.AVG,0.2,"('hepatitis-b surface antigeen confirmatie', 'hepatitis-b surface antigeen confirmatie')",0.0
Hospital,AggregateType.AVG,0.2,"('hepatitis-b surface antigeen confirmatie', 'urine onderzoek - kwalitatief')",0.0
Hospital,AggregateType.AVG,0.2,"('urine onderzoek - kwalitatief', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.2,"('ordertarief', '190021 klinische opname a002')",0.0
Hospital,AggregateType.AVG,0.2,"('190021 klinische opname a002', '190205 klasse 3b        a205')",0.0
Hospital,AggregateType.AVG,0.2,"('190205 klasse 3b        a205', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.016128025018232767
Hospital,AggregateType.AVG,0.2,"('kalium potentiometrisch', 'sgot - asat kinetisch')",0.0
Hospital,AggregateType.AVG,0.2,"('sgot - asat kinetisch', 'sgpt - alat kinetisch')",0.0
Hospital,AggregateType.AVG,0.2,"('sgpt - alat kinetisch', 'melkzuurdehydrogenase -ldh- kinetisch')",0.0
Hospital,AggregateType.AVG,0.2,"('melkzuurdehydrogenase -ldh- kinetisch', 'differentiele telling automatisch')",0.0
Hospital,AggregateType.AVG,0.2,"('differentiele telling automatisch', 'leukocyten tellen elektronisch')",0.0
Hospital,AggregateType.AVG,0.2,"('trombocyten tellen - elektronisch', 'trombotest')",0.0
Hospital,AggregateType.AVG,0.2,"('trombotest', 'crp c-reactief proteine')",0.0
Hospital,AggregateType.AVG,0.2,"('crp c-reactief proteine', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.2,"('ordertarief', '190205 klasse 3b        a205')",0.0
Hospital,AggregateType.AVG,0.2,"('ligdagen - alle spec.beh.kinderg.-reval.', '190205 klasse 3b        a205')",0.0
Hospital,AggregateType.AVG,0.2,"('aanname laboratoriumonderzoek', 'trombotest')",0.0
Hospital,AggregateType.AVG,0.2,"('trombotest', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.2,"('ligdagen - alle spec.beh.kinderg.-reval.', '190021 klinische opname a002')",0.0
Hospital,AggregateType.AVG,0.2,"('190021 klinische opname a002', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.0005065711125891207
Hospital,AggregateType.AVG,0.2,"('ligdagen - alle spec.beh.kinderg.-reval.', 'brachytherapie - interstitieel - intensi')",0.0
Hospital,AggregateType.AVG,0.2,"('brachytherapie - interstitieel - intensi', '190205 klasse 3b        a205')",0.0
Hospital,AggregateType.AVG,0.2,"('190205 klasse 3b        a205', 'aanname laboratoriumonderzoek')",0.0008163179147457252
Hospital,AggregateType.AVG,0.2,"('aanname laboratoriumonderzoek', 'bacteriologisch onderzoek met kweek -nie')",0.0
Hospital,AggregateType.AVG,0.2,"('hepatitis-b surface antigeen confirmatie', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.2,"('inwend.geneesk.  korte kaart kosten-out', '1e consult poliklinisch')",0.0
Hospital,AggregateType.AVG,0.2,"('verlosk.-gynaec. korte kaart kosten-out', 'vervolgconsult poliklinisch')",0.0
Hospital,AggregateType.AVG,0.2,"('vervolgconsult poliklinisch', 'administratief tarief       - eerste pol')",0.0
Hospital,AggregateType.AVG,0.2,"('administratief tarief       - eerste pol', 'vervolgconsult poliklinisch')",0.0009723635911218147
Hospital,AggregateType.AVG,0.2,"('vervolgconsult poliklinisch', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.001324335338249819
