dataset,aggregate_type,delta,edge,APE_time
Sepsis,AggregateType.AVG,0.05,"('ER Registration', 'Leucocytes')",0.02877369097253861
Sepsis,AggregateType.AVG,0.05,"('Leucocytes', 'CRP')",0.5451448950653747
Sepsis,AggregateType.AVG,0.05,"('CRP', 'LacticAcid')",0.13357672999184625
Sepsis,AggregateType.AVG,0.05,"('LacticAcid', 'ER Triage')",0.023176873048560975
Sepsis,AggregateType.AVG,0.05,"('ER Triage', 'ER Sepsis Triage')",0.2791249603624159
Sepsis,AggregateType.AVG,0.05,"('ER Sepsis Triage', 'IV Liquid')",0.1266813860412427
Sepsis,AggregateType.AVG,0.05,"('IV Liquid', 'IV Antibiotics')",1.7700457558052825
Sepsis,AggregateType.AVG,0.05,"('IV Antibiotics', 'Admission NC')",0.10407539937265743
Sepsis,AggregateType.AVG,0.05,"('Admission NC', 'CRP')",0.1462012473284577
Sepsis,AggregateType.AVG,0.05,"('CRP', 'Leucocytes')",0.15234379884989793
Sepsis,AggregateType.AVG,0.05,"('Leucocytes', 'Leucocytes')",0.1308554712486961
Sepsis,AggregateType.AVG,0.05,"('CRP', 'CRP')",0.30078023075386107
Sepsis,AggregateType.AVG,0.05,"('Leucocytes', 'Release A')",0.4921877027375747
Sepsis,AggregateType.AVG,0.05,"('ER Registration', 'ER Triage')",0.15353937337051524
Sepsis,AggregateType.AVG,0.05,"('ER Triage', 'CRP')",0.19148221948176491
Sepsis,AggregateType.AVG,0.05,"('LacticAcid', 'Leucocytes')",0.8493959745625534
Sepsis,AggregateType.AVG,0.05,"('Leucocytes', 'ER Sepsis Triage')",0.16150040233237606
Sepsis,AggregateType.AVG,0.05,"('CRP', 'Release A')",0.113267827526633
Sepsis,AggregateType.AVG,0.05,"('ER Sepsis Triage', 'Leucocytes')",0.021383341078569283
Sepsis,AggregateType.AVG,0.05,"('CRP', 'IV Liquid')",0.08349730101494174
Sepsis,AggregateType.AVG,0.05,"('Admission NC', 'Admission NC')",0.4012143806038921
Sepsis,AggregateType.AVG,0.05,"('Admission NC', 'Leucocytes')",0.024374427665688713
Sepsis,AggregateType.AVG,0.05,"('ER Sepsis Triage', 'CRP')",0.11323822303890027
Sepsis,AggregateType.AVG,0.05,"('Leucocytes', 'IV Liquid')",0.11847705518926312
Sepsis,AggregateType.AVG,0.05,"('Release A', 'Return ER')",0.12055271105457709
Sepsis,AggregateType.AVG,0.05,"('IV Liquid', 'CRP')",0.10111905284465188
Sepsis,AggregateType.AVG,0.05,"('Leucocytes', 'LacticAcid')",0.04728073222480284
Sepsis,AggregateType.AVG,0.05,"('LacticAcid', 'IV Antibiotics')",0.2116094233201399
Sepsis,AggregateType.AVG,0.05,"('IV Antibiotics', 'IV Liquid')",0.004792750811648097
Sepsis,AggregateType.AVG,0.05,"('IV Liquid', 'Admission NC')",0.038915632770724976
Sepsis,AggregateType.AVG,0.05,"('Admission NC', 'Release A')",0.1107592975807423
Sepsis,AggregateType.AVG,0.05,"('IV Antibiotics', 'LacticAcid')",0.34256469050461724
Sepsis,AggregateType.AVG,0.05,"('LacticAcid', 'CRP')",0.06209652838499058
Sepsis,AggregateType.AVG,0.05,"('Leucocytes', 'Admission NC')",0.15283919684131073
Sepsis,AggregateType.AVG,0.05,"('Leucocytes', 'Admission IC')",0.07587436657704834
Sepsis,AggregateType.AVG,0.05,"('Admission IC', 'Admission NC')",0.5495955179234346
Sepsis,AggregateType.AVG,0.05,"('CRP', 'Admission NC')",0.42877697361278017
Sepsis,AggregateType.AVG,0.05,"('Admission NC', 'Release B')",0.2105434913193291
Sepsis,AggregateType.AVG,0.05,"('ER Sepsis Triage', 'IV Antibiotics')",2.670092028772659
Sepsis,AggregateType.AVG,0.05,"('IV Antibiotics', 'Leucocytes')",0.5730847733130616
Sepsis,AggregateType.AVG,0.05,"('LacticAcid', 'Admission NC')",0.17424452951890493
Sepsis,AggregateType.AVG,0.05,"('LacticAcid', 'IV Liquid')",0.10355221644530789
Sepsis,AggregateType.AVG,0.05,"('ER Sepsis Triage', 'LacticAcid')",0.0021511649173708027
Sepsis,AggregateType.AVG,0.05,"('Leucocytes', 'IV Antibiotics')",0.047907368271487276
Sepsis,AggregateType.AVG,0.05,"('Admission NC', 'IV Liquid')",0.09968846069872826
Sepsis,AggregateType.AVG,0.05,"('IV Antibiotics', 'CRP')",0.17321975442942955
Sepsis,AggregateType.AVG,0.05,"('Admission NC', 'Admission IC')",0.18351393154192244
Sepsis,AggregateType.AVG,0.05,"('Admission IC', 'LacticAcid')",0.38278781246641536
Sepsis,AggregateType.AVG,0.05,"('CRP', 'Release B')",0.167814534682799
Sepsis,AggregateType.AVG,0.05,"('IV Liquid', 'Leucocytes')",0.02173588231853424
Sepsis,AggregateType.AVG,0.05,"('CRP', 'IV Antibiotics')",0.12128863324710432
Sepsis,AggregateType.AVG,0.05,"('IV Antibiotics', 'Admission IC')",0.6793243962385234
Sepsis,AggregateType.AVG,0.05,"('LacticAcid', 'LacticAcid')",0.025586037201894046
Sepsis,AggregateType.AVG,0.05,"('IV Liquid', 'LacticAcid')",0.10920799110824428
Sepsis,AggregateType.AVG,0.05,"('ER Triage', 'Leucocytes')",0.32132013736221576
Sepsis,AggregateType.AVG,0.05,"('LacticAcid', 'ER Sepsis Triage')",0.1760032257623919
Sepsis,AggregateType.AVG,0.05,"('CRP', 'Admission IC')",0.0074002187012726485
Sepsis,AggregateType.AVG,0.05,"('CRP', 'Release C')",0.10518986710301657
Sepsis,AggregateType.AVG,0.05,"('ER Sepsis Triage', 'Admission NC')",0.14183495111669753
Sepsis,AggregateType.AVG,0.05,"('IV Liquid', 'ER Registration')",0.28901927776578495
Sepsis,AggregateType.AVG,0.05,"('ER Registration', 'ER Sepsis Triage')",0.06745037526025656
Sepsis,AggregateType.AVG,0.05,"('IV Antibiotics', 'ER Triage')",0.03646721752823088
Sepsis,AggregateType.AVG,0.05,"('Leucocytes', 'Release C')",0.06382026570671911
Sepsis,AggregateType.AVG,0.05,"('Leucocytes', 'Release D')",0.009196763459522325
Sepsis,AggregateType.AVG,0.05,"('Admission NC', 'LacticAcid')",0.038072204579276986
Sepsis,AggregateType.AVG,0.05,"('LacticAcid', 'Release A')",0.008922316065596441
Sepsis,AggregateType.AVG,0.05,"('CRP', 'ER Triage')",0.009861221750146617
Sepsis,AggregateType.AVG,0.05,"('ER Triage', 'LacticAcid')",0.011710434915531146
Sepsis,AggregateType.AVG,0.05,"('LacticAcid', 'Release B')",0.05069673871762806
Sepsis,AggregateType.AVG,0.05,"('Release D', 'Return ER')",0.19402807374225992
Sepsis,AggregateType.AVG,0.05,"('ER Triage', 'ER Registration')",0.1068286021716565
Sepsis,AggregateType.AVG,0.05,"('LacticAcid', 'Admission IC')",0.0024352126894556275
Sepsis,AggregateType.AVG,0.05,"('Admission IC', 'CRP')",0.032066687226025965
Sepsis,AggregateType.AVG,0.05,"('ER Registration', 'IV Liquid')",0.07296645889318272
Sepsis,AggregateType.AVG,0.05,"('IV Liquid', 'ER Triage')",0.20002655549037662
Sepsis,AggregateType.AVG,0.05,"('Leucocytes', 'ER Registration')",0.09654173016950916
Sepsis,AggregateType.AVG,0.05,"('CRP', 'ER Sepsis Triage')",0.05242996139659896
Sepsis,AggregateType.AVG,0.05,"('ER Registration', 'LacticAcid')",0.14412002898971168
Sepsis,AggregateType.AVG,0.05,"('Leucocytes', 'ER Triage')",0.0634829371779572
Sepsis,AggregateType.AVG,0.05,"('Admission IC', 'Leucocytes')",0.1934360801587312
Sepsis,AggregateType.AVG,0.05,"('ER Triage', 'IV Liquid')",0.06162899705445031
Sepsis,AggregateType.AVG,0.05,"('IV Liquid', 'ER Sepsis Triage')",0.07279028161885219
Sepsis,AggregateType.AVG,0.05,"('Admission IC', 'Admission IC')",0.0
Sepsis,AggregateType.AVG,0.05,"('ER Sepsis Triage', 'ER Registration')",0.09072315524525427
Sepsis,AggregateType.AVG,0.05,"('ER Registration', 'CRP')",0.006481830257934368
Sepsis,AggregateType.AVG,0.05,"('Leucocytes', 'Release B')",0.08998633776728006
Sepsis,AggregateType.AVG,0.05,"('CRP', 'Release D')",0.014478652521997778
Sepsis,AggregateType.AVG,0.05,"('IV Liquid', 'Release A')",0.010016072015469677
Sepsis,AggregateType.AVG,0.05,"('ER Sepsis Triage', 'Admission IC')",0.0
Sepsis,AggregateType.AVG,0.05,"('CRP', 'ER Registration')",0.04583637421100173
Sepsis,AggregateType.AVG,0.05,"('Release A', 'CRP')",0.0
Sepsis,AggregateType.AVG,0.05,"('CRP', 'Release E')",0.024208050397864493
Sepsis,AggregateType.AVG,0.05,"('Release E', 'Return ER')",0.0
Sepsis,AggregateType.AVG,0.05,"('IV Liquid', 'Release B')",0.0
Sepsis,AggregateType.AVG,0.05,"('ER Sepsis Triage', 'ER Triage')",0.01658504750826601
Sepsis,AggregateType.AVG,0.05,"('Admission NC', 'Release D')",0.0
Sepsis,AggregateType.AVG,0.05,"('Admission NC', 'IV Antibiotics')",0.035511832524750445
Sepsis,AggregateType.AVG,0.05,"('Admission NC', 'Release C')",0.09204748206249556
Sepsis,AggregateType.AVG,0.05,"('IV Liquid', 'Admission IC')",0.0
Sepsis,AggregateType.AVG,0.05,"('Release C', 'Return ER')",0.07631920795755383
Sepsis,AggregateType.AVG,0.05,"('IV Antibiotics', 'Release B')",0.0
Sepsis,AggregateType.AVG,0.05,"('Release B', 'Admission NC')",0.0
Sepsis,AggregateType.AVG,0.05,"('ER Triage', 'IV Antibiotics')",0.0
Sepsis,AggregateType.AVG,0.05,"('Leucocytes', 'Release E')",0.051700096127049615
Sepsis,AggregateType.AVG,0.05,"('Admission NC', 'ER Sepsis Triage')",0.05710875639569294
Sepsis,AggregateType.AVG,0.05,"('IV Antibiotics', 'Release A')",0.0
Sepsis,AggregateType.AVG,0.05,"('Return ER', 'CRP')",0.0
Sepsis,AggregateType.AVG,0.05,"('IV Antibiotics', 'ER Registration')",0.0
Sepsis,AggregateType.AVG,0.05,"('ER Registration', 'Admission IC')",0.0
Sepsis,AggregateType.AVG,0.05,"('LacticAcid', 'Release E')",0.0
Sepsis,AggregateType.AVG,0.05,"('Admission IC', 'ER Sepsis Triage')",0.0
Sepsis,AggregateType.AVG,0.05,"('LacticAcid', 'ER Registration')",0.0
Sepsis,AggregateType.AVG,0.05,"('Admission NC', 'ER Triage')",0.0
Sepsis,AggregateType.AVG,0.05,"('Release A', 'Leucocytes')",0.0
Sepsis,AggregateType.AVG,0.05,"('Leucocytes', 'Return ER')",0.0
Sepsis,AggregateType.SUM,0.05,"('ER Registration', 'Leucocytes')",0.12900975190961805
Sepsis,AggregateType.SUM,0.05,"('Leucocytes', 'CRP')",0.06768151452536182
Sepsis,AggregateType.SUM,0.05,"('CRP', 'LacticAcid')",0.008418979597511181
Sepsis,AggregateType.SUM,0.05,"('LacticAcid', 'ER Triage')",0.3039622584983646
Sepsis,AggregateType.SUM,0.05,"('ER Triage', 'ER Sepsis Triage')",0.1937292408590467
Sepsis,AggregateType.SUM,0.05,"('ER Sepsis Triage', 'IV Liquid')",0.2557295556538706
Sepsis,AggregateType.SUM,0.05,"('IV Liquid', 'IV Antibiotics')",0.04787286204351935
Sepsis,AggregateType.SUM,0.05,"('IV Antibiotics', 'Admission NC')",0.0373122345885292
Sepsis,AggregateType.SUM,0.05,"('Admission NC', 'CRP')",0.01421005317467497
Sepsis,AggregateType.SUM,0.05,"('CRP', 'Leucocytes')",0.05779038110589885
Sepsis,AggregateType.SUM,0.05,"('Leucocytes', 'Leucocytes')",0.020482178804327966
Sepsis,AggregateType.SUM,0.05,"('CRP', 'CRP')",0.07916298536356275
Sepsis,AggregateType.SUM,0.05,"('Leucocytes', 'Release A')",0.10147973159224434
Sepsis,AggregateType.SUM,0.05,"('ER Registration', 'ER Triage')",0.06908511463245244
Sepsis,AggregateType.SUM,0.05,"('ER Triage', 'CRP')",0.0464825895174508
Sepsis,AggregateType.SUM,0.05,"('LacticAcid', 'Leucocytes')",0.05413635992211688
Sepsis,AggregateType.SUM,0.05,"('Leucocytes', 'ER Sepsis Triage')",0.6600553567158094
Sepsis,AggregateType.SUM,0.05,"('CRP', 'Release A')",0.021511293357467678
Sepsis,AggregateType.SUM,0.05,"('ER Sepsis Triage', 'Leucocytes')",0.10087717916329286
Sepsis,AggregateType.SUM,0.05,"('CRP', 'IV Liquid')",0.06099252682333478
Sepsis,AggregateType.SUM,0.05,"('Admission NC', 'Admission NC')",0.1962879057282347
Sepsis,AggregateType.SUM,0.05,"('Admission NC', 'Leucocytes')",0.0015480869297935624
Sepsis,AggregateType.SUM,0.05,"('ER Sepsis Triage', 'CRP')",0.26885272372565355
Sepsis,AggregateType.SUM,0.05,"('Leucocytes', 'IV Liquid')",0.12495875517236524
Sepsis,AggregateType.SUM,0.05,"('Release A', 'Return ER')",0.13602959717275467
Sepsis,AggregateType.SUM,0.05,"('IV Liquid', 'CRP')",1.7484726788882659
Sepsis,AggregateType.SUM,0.05,"('Leucocytes', 'LacticAcid')",0.038543292241051345
Sepsis,AggregateType.SUM,0.05,"('LacticAcid', 'IV Antibiotics')",0.05093355519281299
Sepsis,AggregateType.SUM,0.05,"('IV Antibiotics', 'IV Liquid')",0.0711164507889478
Sepsis,AggregateType.SUM,0.05,"('IV Liquid', 'Admission NC')",0.13217142319385447
Sepsis,AggregateType.SUM,0.05,"('Admission NC', 'Release A')",0.12474907899681936
Sepsis,AggregateType.SUM,0.05,"('IV Antibiotics', 'LacticAcid')",0.8448440582235531
Sepsis,AggregateType.SUM,0.05,"('LacticAcid', 'CRP')",0.1145538989908031
Sepsis,AggregateType.SUM,0.05,"('Leucocytes', 'Admission NC')",0.10579562809086375
Sepsis,AggregateType.SUM,0.05,"('Leucocytes', 'Admission IC')",0.022742676014396498
Sepsis,AggregateType.SUM,0.05,"('Admission IC', 'Admission NC')",6.271338922645518
Sepsis,AggregateType.SUM,0.05,"('CRP', 'Admission NC')",0.04813626627157729
Sepsis,AggregateType.SUM,0.05,"('Admission NC', 'Release B')",1.3749370258356433
