dataset,aggregate_type,delta,edge,APE_time
Sepsis,AggregateType.AVG,0.6,"('ER Registration', 'Leucocytes')",0.0
Sepsis,AggregateType.AVG,0.6,"('Leucocytes', 'CRP')",0.22517875055260891
Sepsis,AggregateType.AVG,0.6,"('CRP', 'LacticAcid')",0.14451148528206945
Sepsis,AggregateType.AVG,0.6,"('LacticAcid', 'ER Triage')",0.0011904531519711867
Sepsis,AggregateType.AVG,0.6,"('ER Triage', 'ER Sepsis Triage')",0.13145562743661196
Sepsis,AggregateType.AVG,0.6,"('ER Sepsis Triage', 'IV Liquid')",0.010691912031926832
Sepsis,AggregateType.AVG,0.6,"('IV Liquid', 'IV Antibiotics')",0.04028218429907208
Sepsis,AggregateType.AVG,0.6,"('IV Antibiotics', 'Admission NC')",0.032121693419615766
Sepsis,AggregateType.AVG,0.6,"('Admission NC', 'CRP')",0.02520975207019946
Sepsis,AggregateType.AVG,0.6,"('CRP', 'Leucocytes')",0.08643682376878102
Sepsis,AggregateType.AVG,0.6,"('Leucocytes', 'Leucocytes')",0.013991855212448744
Sepsis,AggregateType.AVG,0.6,"('CRP', 'CRP')",0.005874907108927993
Sepsis,AggregateType.AVG,0.6,"('Leucocytes', 'Release A')",0.00938136087781782
Sepsis,AggregateType.AVG,0.6,"('ER Registration', 'ER Triage')",0.014653813743149094
Sepsis,AggregateType.AVG,0.6,"('ER Triage', 'CRP')",0.0025653754342718008
Sepsis,AggregateType.AVG,0.6,"('LacticAcid', 'Leucocytes')",0.2265762974414187
Sepsis,AggregateType.AVG,0.6,"('Leucocytes', 'ER Sepsis Triage')",0.0010501560807272723
Sepsis,AggregateType.AVG,0.6,"('CRP', 'Release A')",0.0253062258256007
Sepsis,AggregateType.AVG,0.6,"('ER Sepsis Triage', 'Leucocytes')",0.03131851674843728
Sepsis,AggregateType.AVG,0.6,"('CRP', 'IV Liquid')",0.011895805220585368
Sepsis,AggregateType.AVG,0.6,"('Admission NC', 'Admission NC')",0.016048713976239557
Sepsis,AggregateType.AVG,0.6,"('Admission NC', 'Leucocytes')",0.03049945090982901
Sepsis,AggregateType.AVG,0.6,"('ER Sepsis Triage', 'CRP')",0.021444412219645936
Sepsis,AggregateType.AVG,0.6,"('Leucocytes', 'IV Liquid')",0.02068336542322205
Sepsis,AggregateType.AVG,0.6,"('Release A', 'Return ER')",0.00727335564673227
Sepsis,AggregateType.AVG,0.6,"('IV Liquid', 'CRP')",0.05462041916980068
Sepsis,AggregateType.AVG,0.6,"('Leucocytes', 'LacticAcid')",0.13358703545500117
Sepsis,AggregateType.AVG,0.6,"('LacticAcid', 'IV Antibiotics')",0.014888196444299737
Sepsis,AggregateType.AVG,0.6,"('IV Antibiotics', 'IV Liquid')",0.04857032937652201
