dataset,aggregate_type,delta,edge,APE_freq
Sepsis,AggregateType.AVG,0.01,"('ER Registration', 'Leucocytes')",0.8635772902530267
Sepsis,AggregateType.AVG,0.01,"('Leucocytes', 'CRP')",0.02502180441511584
Sepsis,AggregateType.AVG,0.01,"('CRP', 'LacticAcid')",0.034641348147310284
Sepsis,AggregateType.AVG,0.01,"('LacticAcid', 'ER Triage')",0.18844853108077178
Sepsis,AggregateType.AVG,0.01,"('ER Triage', 'ER Sepsis Triage')",0.022594239763326734
Sepsis,AggregateType.AVG,0.01,"('ER Sepsis Triage', 'IV Liquid')",0.30542550560539494
Sepsis,AggregateType.AVG,0.01,"('IV Liquid', 'IV Antibiotics')",0.07288432355880424
Sepsis,AggregateType.AVG,0.01,"('IV Antibiotics', 'Admission NC')",0.01898541764023729
Sepsis,AggregateType.AVG,0.01,"('Admission NC', 'CRP')",0.006508047918948508
Sepsis,AggregateType.AVG,0.01,"('CRP', 'Leucocytes')",0.007065808068825318
Sepsis,AggregateType.AVG,0.01,"('Leucocytes', 'Leucocytes')",0.05539648345132876
Sepsis,AggregateType.AVG,0.01,"('CRP', 'CRP')",0.13290687387564765
Sepsis,AggregateType.AVG,0.01,"('Leucocytes', 'Release A')",0.17857720396737325
Sepsis,AggregateType.AVG,0.01,"('ER Registration', 'ER Triage')",0.007491024342489915
Sepsis,AggregateType.AVG,0.01,"('ER Triage', 'CRP')",0.20621268261771464
Sepsis,AggregateType.AVG,0.01,"('LacticAcid', 'Leucocytes')",0.036740250003766704
Sepsis,AggregateType.AVG,0.01,"('Leucocytes', 'ER Sepsis Triage')",0.06343665142108376
Sepsis,AggregateType.AVG,0.01,"('CRP', 'Release A')",0.09269035426516364
Sepsis,AggregateType.AVG,0.01,"('ER Sepsis Triage', 'Leucocytes')",0.015964428314175053
Sepsis,AggregateType.AVG,0.01,"('CRP', 'IV Liquid')",0.17433171957344357
Sepsis,AggregateType.AVG,0.01,"('Admission NC', 'Admission NC')",0.015373970397389485
Sepsis,AggregateType.AVG,0.01,"('Admission NC', 'Leucocytes')",0.04545654023720987
