dataset,aggregate_type,delta,edge,APE_time
Hospital,AggregateType.AVG,0.05,"('1e consult poliklinisch', 'administratief tarief       - eerste pol')",0.0
Hospital,AggregateType.AVG,0.05,"('administratief tarief       - eerste pol', 'verlosk.-gynaec. korte kaart kosten-out')",0.005204457937406282
Hospital,AggregateType.AVG,0.05,"('verlosk.-gynaec. korte kaart kosten-out', 'echografie  - genitalia interna')",0.0
Hospital,AggregateType.AVG,0.05,"('echografie  - genitalia interna', '1e consult poliklinisch')",0.0
Hospital,AggregateType.AVG,0.05,"('administratief tarief       - eerste pol', 'simulator - gebruik voor aanvang megavol')",0.00524531758509461
Hospital,AggregateType.AVG,0.05,"('simulator - gebruik voor aanvang megavol', 'behandeltijd - eenheid t3 - megavolt')",0.0006291925677867631
Hospital,AggregateType.AVG,0.05,"('behandeltijd - eenheid t3 - megavolt', 'teletherapie - megavolt fotonen bestrali')",0.0
Hospital,AggregateType.AVG,0.05,"('teletherapie - megavolt fotonen bestrali', 'aanname laboratoriumonderzoek')",0.004291227440183432
Hospital,AggregateType.AVG,0.05,"('aanname laboratoriumonderzoek', 'aanname laboratoriumonderzoek')",0.0
Hospital,AggregateType.AVG,0.05,"('aanname laboratoriumonderzoek', 'ureum')",0.0
Hospital,AggregateType.AVG,0.05,"('ureum', 'hemoglobine foto-elektrisch')",0.0
Hospital,AggregateType.AVG,0.05,"('hemoglobine foto-elektrisch', 'creatinine')",0.0
Hospital,AggregateType.AVG,0.05,"('creatinine', 'natrium vlamfotometrisch')",0.0
Hospital,AggregateType.AVG,0.05,"('natrium vlamfotometrisch', 'kalium potentiometrisch')",0.0
Hospital,AggregateType.AVG,0.05,"('kalium potentiometrisch', 'leukocyten tellen elektronisch')",0.0
Hospital,AggregateType.AVG,0.05,"('leukocyten tellen elektronisch', 'trombocyten tellen - elektronisch')",0.0
Hospital,AggregateType.AVG,0.05,"('trombocyten tellen - elektronisch', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.05,"('ordertarief', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.020160002080135585
Hospital,AggregateType.AVG,0.05,"('ligdagen - alle spec.beh.kinderg.-reval.', 'aanname laboratoriumonderzoek')",0.14299535947249487
Hospital,AggregateType.AVG,0.05,"('aanname laboratoriumonderzoek', 'sediment - spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('sediment - spoed', 'bacteriologisch onderzoek met kweek -nie')",0.0
Hospital,AggregateType.AVG,0.05,"('bacteriologisch onderzoek met kweek -nie', 'bacteriologisch onderzoek met kweek -nie')",0.0
Hospital,AggregateType.AVG,0.05,"('bacteriologisch onderzoek met kweek -nie', 'resistentiebepalingen - 5 bepalingen')",0.0
Hospital,AggregateType.AVG,0.05,"('resistentiebepalingen - 5 bepalingen', 'resistentiebepalingen - 5 bepalingen')",0.0
Hospital,AggregateType.AVG,0.05,"('resistentiebepalingen - 5 bepalingen', 'hepatitis-b surface antigeen confirmatie')",0.0
Hospital,AggregateType.AVG,0.05,"('hepatitis-b surface antigeen confirmatie', 'hepatitis-b surface antigeen confirmatie')",0.0
Hospital,AggregateType.AVG,0.05,"('hepatitis-b surface antigeen confirmatie', 'urine onderzoek - kwalitatief')",0.0
Hospital,AggregateType.AVG,0.05,"('urine onderzoek - kwalitatief', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.05,"('ordertarief', '190021 klinische opname a002')",0.0
Hospital,AggregateType.AVG,0.05,"('190021 klinische opname a002', '190205 klasse 3b        a205')",0.0
Hospital,AggregateType.AVG,0.05,"('190205 klasse 3b        a205', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.0012037965548618447
Hospital,AggregateType.AVG,0.05,"('kalium potentiometrisch', 'sgot - asat kinetisch')",0.0
Hospital,AggregateType.AVG,0.05,"('sgot - asat kinetisch', 'sgpt - alat kinetisch')",0.0
Hospital,AggregateType.AVG,0.05,"('sgpt - alat kinetisch', 'melkzuurdehydrogenase -ldh- kinetisch')",0.0
Hospital,AggregateType.AVG,0.05,"('melkzuurdehydrogenase -ldh- kinetisch', 'differentiele telling automatisch')",0.0
Hospital,AggregateType.AVG,0.05,"('differentiele telling automatisch', 'leukocyten tellen elektronisch')",0.0
Hospital,AggregateType.AVG,0.05,"('trombocyten tellen - elektronisch', 'trombotest')",0.0
Hospital,AggregateType.AVG,0.05,"('trombotest', 'crp c-reactief proteine')",0.0
Hospital,AggregateType.AVG,0.05,"('crp c-reactief proteine', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.05,"('ordertarief', '190205 klasse 3b        a205')",0.0
Hospital,AggregateType.AVG,0.05,"('ligdagen - alle spec.beh.kinderg.-reval.', '190205 klasse 3b        a205')",0.0
Hospital,AggregateType.AVG,0.05,"('aanname laboratoriumonderzoek', 'trombotest')",0.0
Hospital,AggregateType.AVG,0.05,"('trombotest', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.05,"('ligdagen - alle spec.beh.kinderg.-reval.', '190021 klinische opname a002')",0.0
Hospital,AggregateType.AVG,0.05,"('190021 klinische opname a002', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.00018409624264452464
Hospital,AggregateType.AVG,0.05,"('ligdagen - alle spec.beh.kinderg.-reval.', 'brachytherapie - interstitieel - intensi')",0.0
Hospital,AggregateType.AVG,0.05,"('brachytherapie - interstitieel - intensi', '190205 klasse 3b        a205')",0.0
Hospital,AggregateType.AVG,0.05,"('190205 klasse 3b        a205', 'aanname laboratoriumonderzoek')",0.011719449863445162
Hospital,AggregateType.AVG,0.05,"('aanname laboratoriumonderzoek', 'bacteriologisch onderzoek met kweek -nie')",0.0
Hospital,AggregateType.AVG,0.05,"('hepatitis-b surface antigeen confirmatie', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.05,"('inwend.geneesk.  korte kaart kosten-out', '1e consult poliklinisch')",0.0
Hospital,AggregateType.AVG,0.05,"('verlosk.-gynaec. korte kaart kosten-out', 'vervolgconsult poliklinisch')",0.0
Hospital,AggregateType.AVG,0.05,"('vervolgconsult poliklinisch', 'administratief tarief       - eerste pol')",0.0
Hospital,AggregateType.AVG,0.05,"('administratief tarief       - eerste pol', 'vervolgconsult poliklinisch')",0.0019615697686000476
Hospital,AggregateType.AVG,0.05,"('vervolgconsult poliklinisch', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.00048064224373405283
Hospital,AggregateType.AVG,0.05,"('aanname laboratoriumonderzoek', 'creatinine - spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('creatinine - spoed', 'ijzer')",0.0
Hospital,AggregateType.AVG,0.05,"('ijzer', 'natrium - vlamfotometrisch - spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('natrium - vlamfotometrisch - spoed', 'kalium vlamfotometrisch - spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('kalium vlamfotometrisch - spoed', 'foliumzuur mbv radioisotopen')",0.0
Hospital,AggregateType.AVG,0.05,"('foliumzuur mbv radioisotopen', 'vitamine b12 mbv chemieluminescentie')",0.0
Hospital,AggregateType.AVG,0.05,"('vitamine b12 mbv chemieluminescentie', 'bloedgroep abo en rhesusfactor')",0.0
Hospital,AggregateType.AVG,0.05,"('bloedgroep abo en rhesusfactor', 'rhesusfactor d - centrifugeermethode - e')",0.0
Hospital,AggregateType.AVG,0.05,"('rhesusfactor d - centrifugeermethode - e', 'differentiele telling automatisch')",0.0
Hospital,AggregateType.AVG,0.05,"('differentiele telling automatisch', 'haemoglobine foto-electrisch - spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('haemoglobine foto-electrisch - spoed', 'trombocyten tellen - spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('trombocyten tellen - spoed', 'reticulocyten tellen mbv facscan')",0.0
Hospital,AggregateType.AVG,0.05,"('reticulocyten tellen mbv facscan', 'cde fenotypering')",0.0
Hospital,AggregateType.AVG,0.05,"('cde fenotypering', 'bloedgroepantigenen andere dan abo-rhesu')",0.0
Hospital,AggregateType.AVG,0.05,"('bloedgroepantigenen andere dan abo-rhesu', 'kruisproef volledig -drie methoden-')",0.0
Hospital,AggregateType.AVG,0.05,"('kruisproef volledig -drie methoden-', 'kruisproef volledig -drie methoden-')",0.0
Hospital,AggregateType.AVG,0.05,"('kruisproef volledig -drie methoden-', 'trombotest')",0.0
Hospital,AggregateType.AVG,0.05,"('trombotest', 'leucocyten tellen -electronisch- spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('leucocyten tellen -electronisch- spoed', 'crp c-reactief proteine - spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('crp c-reactief proteine - spoed', 'screening antistoffen erytrocyten')",0.0
Hospital,AggregateType.AVG,0.05,"('screening antistoffen erytrocyten', 'transferrine mbv ics')",0.0
Hospital,AggregateType.AVG,0.05,"('transferrine mbv ics', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.05,"('190205 klasse 3b        a205', '190101 bovenreg.toesl.  a101')",0.0
Hospital,AggregateType.AVG,0.05,"('190101 bovenreg.toesl.  a101', 'gefiltreerd erytrocytenconcentraat')",0.0
Hospital,AggregateType.AVG,0.05,"('gefiltreerd erytrocytenconcentraat', 'gefiltreerd erytrocytenconcentraat')",0.043721898979056074
Hospital,AggregateType.AVG,0.05,"('gefiltreerd erytrocytenconcentraat', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.0022166898793451826
Hospital,AggregateType.AVG,0.05,"('ligdagen - alle spec.beh.kinderg.-reval.', 'kruisproef volledig -drie methoden-')",0.0
Hospital,AggregateType.AVG,0.05,"('kruisproef volledig -drie methoden-', 'echo nieren-urinewegen')",0.0
Hospital,AggregateType.AVG,0.05,"('echo nieren-urinewegen', 'interc.consult klinisch  anesthesie')",0.0
Hospital,AggregateType.AVG,0.05,"('interc.consult klinisch  anesthesie', '190205 klasse 3b        a205')",0.0
Hospital,AggregateType.AVG,0.05,"('gefiltreerd erytrocytenconcentraat', 'aanname laboratoriumonderzoek')",0.0007765444985420642
Hospital,AggregateType.AVG,0.05,"('aanname laboratoriumonderzoek', 'ureum - spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('ureum - spoed', 'creatinine - spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('creatinine - spoed', 'natrium - vlamfotometrisch - spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('kalium vlamfotometrisch - spoed', 'differentiele telling automatisch')",0.0
Hospital,AggregateType.AVG,0.05,"('trombocyten tellen - spoed', 'trombotest')",0.0
Hospital,AggregateType.AVG,0.05,"('leucocyten tellen -electronisch- spoed', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.05,"('ordertarief', 'vervolgconsult poliklinisch')",0.030954249048112274
Hospital,AggregateType.AVG,0.05,"('bacteriologisch onderzoek met kweek -nie', 'leucocyten tellen -electronisch- spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('crp c-reactief proteine - spoed', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.05,"('ordertarief', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.05,"('190101 bovenreg.toesl.  a101', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.02296253008135433
Hospital,AggregateType.AVG,0.05,"('190101 bovenreg.toesl.  a101', 'aanname laboratoriumonderzoek')",0.006280121749688473
Hospital,AggregateType.AVG,0.05,"('kalium vlamfotometrisch - spoed', 'sgpt alat kinetisch - spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('sgpt alat kinetisch - spoed', 'sgot asat kinetisch - spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('sgot asat kinetisch - spoed', 'differentiele telling automatisch')",0.0
Hospital,AggregateType.AVG,0.05,"('trombocyten tellen - spoed', 'international normalised ratio mbv tromb')",0.0
Hospital,AggregateType.AVG,0.05,"('international normalised ratio mbv tromb', 'leucocyten tellen -electronisch- spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('ordertarief', 'dagverpleging - alle spec.beh.kind.-rev.')",0.014239593329503279
Hospital,AggregateType.AVG,0.05,"('dagverpleging - alle spec.beh.kind.-rev.', '190035 dagverpleging    a007')",0.0
Hospital,AggregateType.AVG,0.05,"('190035 dagverpleging    a007', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.0022417264361542836
Hospital,AggregateType.AVG,0.05,"('ureum - spoed', 'urinezuur met uricase u.v. spectrofotome')",0.0
Hospital,AggregateType.AVG,0.05,"('urinezuur met uricase u.v. spectrofotome', 'creatinine - spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('sgpt alat kinetisch - spoed', 'melkzuur dehydrogenase - spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('melkzuur dehydrogenase - spoed', 'sgot asat kinetisch - spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('trombocyten tellen - spoed', 'leucocyten tellen -electronisch- spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('sediment - spoed', 'ureum - spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('sgot asat kinetisch - spoed', 'bacteriologisch onderzoek met kweek -nie')",0.0
Hospital,AggregateType.AVG,0.05,"('resistentiebepalingen - 5 bepalingen', 'bloedgroep abo en rhesusfactor')",0.0
Hospital,AggregateType.AVG,0.05,"('trombocyten tellen - spoed', 'kruisproef volledig -drie methoden-')",0.0
Hospital,AggregateType.AVG,0.05,"('kruisproef volledig -drie methoden-', 'hepatitis-b surface antigeen confirmatie')",0.0
Hospital,AggregateType.AVG,0.05,"('hepatitis-b surface antigeen confirmatie', 'leucocyten tellen -electronisch- spoed')",0.0
Hospital,AggregateType.AVG,0.05,"('leucocyten tellen -electronisch- spoed', 'urine onderzoek - kwalitatief')",0.0
Hospital,AggregateType.AVG,0.05,"('urine onderzoek - kwalitatief', 'screening antistoffen erytrocyten')",0.0
Hospital,AggregateType.AVG,0.05,"('screening antistoffen erytrocyten', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.05,"('ordertarief', 'echo abdomen')",0.0
Hospital,AggregateType.AVG,0.05,"('echo abdomen', '190021 klinische opname a002')",0.0
Hospital,AggregateType.AVG,0.05,"('aanname laboratoriumonderzoek', 'sediment')",0.0
Hospital,AggregateType.AVG,0.05,"('sediment', 'bacteriologisch onderzoek met kweek -nie')",0.0
Hospital,AggregateType.AVG,0.05,"('gefiltreerd erytrocytenconcentraat', 'klinische kaart - inwendige geneeskunde')",0.0
Hospital,AggregateType.AVG,0.05,"('klinische kaart - inwendige geneeskunde', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.0
Hospital,AggregateType.AVG,0.05,"('190101 bovenreg.toesl.  a101', 'inwend.geneesk.   aanv.kaart kosten-out')",0.0009899078685332982
Hospital,AggregateType.AVG,0.05,"('inwend.geneesk.   aanv.kaart kosten-out', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.004553580829042771
Hospital,AggregateType.AVG,0.05,"('aanname laboratoriumonderzoek', 'hemoglobine foto-elektrisch')",0.0
Hospital,AggregateType.AVG,0.05,"('kalium potentiometrisch', 'differentiele telling automatisch')",0.0
Hospital,AggregateType.AVG,0.05,"('190101 bovenreg.toesl.  a101', 'vervolgconsult poliklinisch')",0.0031704702496132805
Hospital,AggregateType.AVG,0.05,"('vervolgconsult poliklinisch', 'klinische kaart - inwendige geneeskunde')",0.005978461117144161
Hospital,AggregateType.AVG,0.05,"('klinische kaart - inwendige geneeskunde', 'dagverpleging - alle spec.beh.kind.-rev.')",0.0
Hospital,AggregateType.AVG,0.05,"('190035 dagverpleging    a007', 'aanname laboratoriumonderzoek')",2.9833315948542025e-05
