dataset,aggregate_type,delta,edge,APE_time
Hospital,AggregateType.AVG,0.01,"('1e consult poliklinisch', 'administratief tarief       - eerste pol')",0.0
Hospital,AggregateType.AVG,0.01,"('administratief tarief       - eerste pol', 'verlosk.-gynaec. korte kaart kosten-out')",0.003703738318427143
Hospital,AggregateType.AVG,0.01,"('verlosk.-gynaec. korte kaart kosten-out', 'echografie  - genitalia interna')",0.0
Hospital,AggregateType.AVG,0.01,"('echografie  - genitalia interna', '1e consult poliklinisch')",0.0
Hospital,AggregateType.AVG,0.01,"('administratief tarief       - eerste pol', 'simulator - gebruik voor aanvang megavol')",0.028066971303475793
Hospital,AggregateType.AVG,0.01,"('simulator - gebruik voor aanvang megavol', 'behandeltijd - eenheid t3 - megavolt')",0.004415616564696058
Hospital,AggregateType.AVG,0.01,"('behandeltijd - eenheid t3 - megavolt', 'teletherapie - megavolt fotonen bestrali')",0.0
Hospital,AggregateType.AVG,0.01,"('teletherapie - megavolt fotonen bestrali', 'aanname laboratoriumonderzoek')",0.006066611043989303
Hospital,AggregateType.AVG,0.01,"('aanname laboratoriumonderzoek', 'aanname laboratoriumonderzoek')",0.0
Hospital,AggregateType.AVG,0.01,"('aanname laboratoriumonderzoek', 'ureum')",0.0
Hospital,AggregateType.AVG,0.01,"('ureum', 'hemoglobine foto-elektrisch')",0.0
Hospital,AggregateType.AVG,0.01,"('hemoglobine foto-elektrisch', 'creatinine')",0.0
Hospital,AggregateType.AVG,0.01,"('creatinine', 'natrium vlamfotometrisch')",0.0
Hospital,AggregateType.AVG,0.01,"('natrium vlamfotometrisch', 'kalium potentiometrisch')",0.0
Hospital,AggregateType.AVG,0.01,"('kalium potentiometrisch', 'leukocyten tellen elektronisch')",0.0
Hospital,AggregateType.AVG,0.01,"('leukocyten tellen elektronisch', 'trombocyten tellen - elektronisch')",0.0
Hospital,AggregateType.AVG,0.01,"('trombocyten tellen - elektronisch', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.01,"('ordertarief', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.1319637767706051
Hospital,AggregateType.AVG,0.01,"('ligdagen - alle spec.beh.kinderg.-reval.', 'aanname laboratoriumonderzoek')",0.10322137144429701
Hospital,AggregateType.AVG,0.01,"('aanname laboratoriumonderzoek', 'sediment - spoed')",0.0
Hospital,AggregateType.AVG,0.01,"('sediment - spoed', 'bacteriologisch onderzoek met kweek -nie')",0.0
Hospital,AggregateType.AVG,0.01,"('bacteriologisch onderzoek met kweek -nie', 'bacteriologisch onderzoek met kweek -nie')",0.0
Hospital,AggregateType.AVG,0.01,"('bacteriologisch onderzoek met kweek -nie', 'resistentiebepalingen - 5 bepalingen')",0.0
Hospital,AggregateType.AVG,0.01,"('resistentiebepalingen - 5 bepalingen', 'resistentiebepalingen - 5 bepalingen')",0.0
Hospital,AggregateType.AVG,0.01,"('resistentiebepalingen - 5 bepalingen', 'hepatitis-b surface antigeen confirmatie')",0.0
Hospital,AggregateType.AVG,0.01,"('hepatitis-b surface antigeen confirmatie', 'hepatitis-b surface antigeen confirmatie')",0.0
Hospital,AggregateType.AVG,0.01,"('hepatitis-b surface antigeen confirmatie', 'urine onderzoek - kwalitatief')",0.0
Hospital,AggregateType.AVG,0.01,"('urine onderzoek - kwalitatief', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.01,"('ordertarief', '190021 klinische opname a002')",0.0
Hospital,AggregateType.AVG,0.01,"('190021 klinische opname a002', '190205 klasse 3b        a205')",0.0
Hospital,AggregateType.AVG,0.01,"('190205 klasse 3b        a205', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.034487839937957565
Hospital,AggregateType.AVG,0.01,"('kalium potentiometrisch', 'sgot - asat kinetisch')",0.0
Hospital,AggregateType.AVG,0.01,"('sgot - asat kinetisch', 'sgpt - alat kinetisch')",0.0
Hospital,AggregateType.AVG,0.01,"('sgpt - alat kinetisch', 'melkzuurdehydrogenase -ldh- kinetisch')",0.0
Hospital,AggregateType.AVG,0.01,"('melkzuurdehydrogenase -ldh- kinetisch', 'differentiele telling automatisch')",0.0
Hospital,AggregateType.AVG,0.01,"('differentiele telling automatisch', 'leukocyten tellen elektronisch')",0.0
Hospital,AggregateType.AVG,0.01,"('trombocyten tellen - elektronisch', 'trombotest')",0.0
Hospital,AggregateType.AVG,0.01,"('trombotest', 'crp c-reactief proteine')",0.0
Hospital,AggregateType.AVG,0.01,"('crp c-reactief proteine', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.01,"('ordertarief', '190205 klasse 3b        a205')",0.0
Hospital,AggregateType.AVG,0.01,"('ligdagen - alle spec.beh.kinderg.-reval.', '190205 klasse 3b        a205')",0.0
Hospital,AggregateType.AVG,0.01,"('aanname laboratoriumonderzoek', 'trombotest')",0.0
Hospital,AggregateType.AVG,0.01,"('trombotest', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.01,"('ligdagen - alle spec.beh.kinderg.-reval.', '190021 klinische opname a002')",0.0
Hospital,AggregateType.AVG,0.01,"('190021 klinische opname a002', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.0007791037805762599
Hospital,AggregateType.AVG,0.01,"('ligdagen - alle spec.beh.kinderg.-reval.', 'brachytherapie - interstitieel - intensi')",0.0
Hospital,AggregateType.AVG,0.01,"('brachytherapie - interstitieel - intensi', '190205 klasse 3b        a205')",0.0
Hospital,AggregateType.AVG,0.01,"('190205 klasse 3b        a205', 'aanname laboratoriumonderzoek')",0.03578732018286915
Hospital,AggregateType.AVG,0.01,"('aanname laboratoriumonderzoek', 'bacteriologisch onderzoek met kweek -nie')",0.0
Hospital,AggregateType.AVG,0.01,"('hepatitis-b surface antigeen confirmatie', 'ordertarief')",0.0
Hospital,AggregateType.AVG,0.01,"('inwend.geneesk.  korte kaart kosten-out', '1e consult poliklinisch')",0.0
Hospital,AggregateType.AVG,0.01,"('verlosk.-gynaec. korte kaart kosten-out', 'vervolgconsult poliklinisch')",0.0
Hospital,AggregateType.AVG,0.01,"('vervolgconsult poliklinisch', 'administratief tarief       - eerste pol')",0.0
Hospital,AggregateType.AVG,0.01,"('administratief tarief       - eerste pol', 'vervolgconsult poliklinisch')",0.024157907760184703
Hospital,AggregateType.AVG,0.01,"('vervolgconsult poliklinisch', 'ligdagen - alle spec.beh.kinderg.-reval.')",0.00677087798406776
Hospital,AggregateType.AVG,0.01,"('aanname laboratoriumonderzoek', 'creatinine - spoed')",0.0
Hospital,AggregateType.AVG,0.01,"('creatinine - spoed', 'ijzer')",0.0
Hospital,AggregateType.AVG,0.01,"('ijzer', 'natrium - vlamfotometrisch - spoed')",0.0
Hospital,AggregateType.AVG,0.01,"('natrium - vlamfotometrisch - spoed', 'kalium vlamfotometrisch - spoed')",0.0
Hospital,AggregateType.AVG,0.01,"('kalium vlamfotometrisch - spoed', 'foliumzuur mbv radioisotopen')",0.0
Hospital,AggregateType.AVG,0.01,"('foliumzuur mbv radioisotopen', 'vitamine b12 mbv chemieluminescentie')",0.0
Hospital,AggregateType.AVG,0.01,"('vitamine b12 mbv chemieluminescentie', 'bloedgroep abo en rhesusfactor')",0.0
Hospital,AggregateType.AVG,0.01,"('bloedgroep abo en rhesusfactor', 'rhesusfactor d - centrifugeermethode - e')",0.0
Hospital,AggregateType.AVG,0.01,"('rhesusfactor d - centrifugeermethode - e', 'differentiele telling automatisch')",0.0
Hospital,AggregateType.AVG,0.01,"('differentiele telling automatisch', 'haemoglobine foto-electrisch - spoed')",0.0
Hospital,AggregateType.AVG,0.01,"('haemoglobine foto-electrisch - spoed', 'trombocyten tellen - spoed')",0.0
Hospital,AggregateType.AVG,0.01,"('trombocyten tellen - spoed', 'reticulocyten tellen mbv facscan')",0.0
Hospital,AggregateType.AVG,0.01,"('reticulocyten tellen mbv facscan', 'cde fenotypering')",0.0
Hospital,AggregateType.AVG,0.01,"('cde fenotypering', 'bloedgroepantigenen andere dan abo-rhesu')",0.0
Hospital,AggregateType.AVG,0.01,"('bloedgroepantigenen andere dan abo-rhesu', 'kruisproef volledig -drie methoden-')",0.0
Hospital,AggregateType.AVG,0.01,"('kruisproef volledig -drie methoden-', 'kruisproef volledig -drie methoden-')",0.0
Hospital,AggregateType.AVG,0.01,"('kruisproef volledig -drie methoden-', 'trombotest')",0.0
Hospital,AggregateType.AVG,0.01,"('trombotest', 'leucocyten tellen -electronisch- spoed')",0.0
Hospital,AggregateType.AVG,0.01,"('leucocyten tellen -electronisch- spoed', 'crp c-reactief proteine - spoed')",0.0
Hospital,AggregateType.AVG,0.01,"('crp c-reactief proteine - spoed', 'screening antistoffen erytrocyten')",0.0
Hospital,AggregateType.AVG,0.01,"('screening antistoffen erytrocyten', 'transferrine mbv ics')",0.0
Hospital,AggregateType.AVG,0.01,"('transferrine mbv ics', 'ordertarief')",0.0
