dataset,aggregate_type,delta,edge,APE_freq
Sepsis,AggregateType.AVG,0.3,"('ER Registration', 'Leucocytes')",0.016150486956651007
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'CRP')",0.00010341104903395394
Sepsis,AggregateType.AVG,0.3,"('CRP', 'LacticAcid')",0.0011375519841128308
Sepsis,AggregateType.AVG,0.3,"('LacticAcid', 'ER Triage')",0.04153913216411555
Sepsis,AggregateType.AVG,0.3,"('ER Triage', 'ER Sepsis Triage')",0.0006135935387053965
Sepsis,AggregateType.AVG,0.3,"('ER Sepsis Triage', 'IV Liquid')",0.0011363977364998103
Sepsis,AggregateType.AVG,0.3,"('IV Liquid', 'IV Antibiotics')",0.0012668478523290626
Sepsis,AggregateType.AVG,0.3,"('IV Antibiotics', 'Admission NC')",0.0032116510048761813
Sepsis,AggregateType.AVG,0.3,"('Admission NC', 'CRP')",0.009476220437526101
Sepsis,AggregateType.AVG,0.3,"('CRP', 'Leucocytes')",0.00027150489511132983
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'Leucocytes')",0.002823545881458671
Sepsis,AggregateType.AVG,0.3,"('CRP', 'CRP')",0.0013048010635222527
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'Release A')",0.0032476832546256495
Sepsis,AggregateType.AVG,0.3,"('ER Registration', 'ER Triage')",0.002470435542432664
Sepsis,AggregateType.AVG,0.3,"('ER Triage', 'CRP')",0.020102431613908678
Sepsis,AggregateType.AVG,0.3,"('LacticAcid', 'Leucocytes')",9.809260272375838e-05
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'ER Sepsis Triage')",0.011439340797301788
Sepsis,AggregateType.AVG,0.3,"('CRP', 'Release A')",0.0021886862501090316
Sepsis,AggregateType.AVG,0.3,"('ER Sepsis Triage', 'Leucocytes')",0.003583534795256784
Sepsis,AggregateType.AVG,0.3,"('CRP', 'IV Liquid')",0.001719647370079783
Sepsis,AggregateType.AVG,0.3,"('Admission NC', 'Admission NC')",0.004573554035034054
Sepsis,AggregateType.AVG,0.3,"('Admission NC', 'Leucocytes')",0.005326907489786557
Sepsis,AggregateType.AVG,0.3,"('ER Sepsis Triage', 'CRP')",0.007744508570344107
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'IV Liquid')",0.02921629815882505
Sepsis,AggregateType.AVG,0.3,"('Release A', 'Return ER')",0.0034342184378274346
Sepsis,AggregateType.AVG,0.3,"('IV Liquid', 'CRP')",0.0035288596982071974
Sepsis,AggregateType.AVG,0.3,"('Leucocytes', 'LacticAcid')",8.372296244733767e-06
Sepsis,AggregateType.AVG,0.3,"('LacticAcid', 'IV Antibiotics')",0.02656911512189253
Sepsis,AggregateType.AVG,0.3,"('IV Antibiotics', 'IV Liquid')",0.014356064432433296
Sepsis,AggregateType.AVG,0.3,"('IV Liquid', 'Admission NC')",0.021377900015281445
Sepsis,AggregateType.AVG,0.3,"('Admission NC', 'Release A')",0.0016525940615373168
Sepsis,AggregateType.AVG,0.3,"('IV Antibiotics', 'LacticAcid')",0.018942877683728248
Sepsis,AggregateType.AVG,0.3,"('LacticAcid', 'CRP')",0.005587277449486753
